date,ID,T.T_TIME,T.TOTAL_DISTANCE,T.HIGH_INTENSITY_DISTANCE,T.SPRINT_DISTANCE,T_PLAYER_LOAD,count_last_week,sum_last_week,ACUTE_LOAD,count_last_fourweeks,sum_last_fourweeks,CHRONIC_LOAD,T_HEART_RATE_EXERTION,T_ACC_DEC_LOAD,T.PEAK_SPEED,T.HRE_PL_LOAD,T.VOLUME_STATUS,T.INTENSITY_STATUS,T.VOLUME_RATIO,T.INTENSITY_RATIO,T.MONOTONY_VOLUME,T.MONOTONY_INTENSITY,G.HI_IP_m,G.HI_IP_m.pc,G.HI_IP_m.min,G.HI_OP_m,G.HI_OP_m.pc,G.HI_OP_m.min,G.HID_m,G.HID_m.min,G.IP_mins,G.MINS,G.OP_mins,G.SPR_m,G.SPR_m.min,G.TD_m,G.TD_m.min,G.TD_IP_m,G.TD_IP_m.pc,G.TD_IP_m.min,G.TD_OP_m,G.TD_OP_m.pc,G.TD_OP_m.min,matchPeriods,GameYN,NDs,sleep,muscleSoreness,pExertion,wellbeing
20141116,6,,,,,,,916,130.8571429,,4825,172.3214286,,,,,46,62,31,,0.8,0.4,82.6,1.5,3.3,257.5,5.6,12.3,381.2,3.9,25,97,21,198.7,2,9853.7,101.6,3045.3,56.4,121.8,3105.3,67.5,147.9,12,0,6,5.37,1,5,11.23711332
20141117,6,69,4954,7,,489,,1405,200.7142857,,5314,189.7857143,93,174,21,1.9,53,62,26,,1.1,0.4,82.6,1.5,3.3,257.5,5.6,12.3,381.2,3.9,25,97,21,198.7,2,9853.7,101.6,3045.3,56.4,121.8,3105.3,67.5,147.9,12,0,7,5.61,2,2,11.0576984
20141118,6,69,6010,223,89,649,,1684,240.5714286,,5963,212.9642857,125,322,28,1.9,55,74,31,0.2,1,0.4,82.6,1.5,3.3,257.5,5.6,12.3,381.2,3.9,25,97,21,198.7,2,9853.7,101.6,3045.3,56.4,121.8,3105.3,67.5,147.9,12,0,8,4.32,6,2,11.90463195
20141119,6,,,,,,,1138,162.5714286,,5963,212.9642857,,,,,55,74,31,0.2,0.8,0.4,82.6,1.5,3.3,257.5,5.6,12.3,381.2,3.9,25,97,21,198.7,2,9853.7,101.6,3045.3,56.4,121.8,3105.3,67.5,147.9,12,0,9,4.18,4,6,11.8334409
20141120,6,67,4375,74,,444,,1582,226,,6407,228.8214286,99,166,23,2.2,62,78,39,0.2,0.8,0.5,82.6,1.5,3.3,257.5,5.6,12.3,381.2,3.9,25,97,21,198.7,2,9853.7,101.6,3045.3,56.4,121.8,3105.3,67.5,147.9,12,0,10,6.35,7,1,13.78143649
20141121,6,54,2800,11,,289,,1871,267.2857143,,6696,239.1428571,74,116,22,2.6,59,77,48,0.2,1,0.5,82.6,1.5,3.3,257.5,5.6,12.3,381.2,3.9,25,97,21,198.7,2,9853.7,101.6,3045.3,56.4,121.8,3105.3,67.5,147.9,12,0,11,6.07,9,8,12.16685156
20141122,6,97,9854,381,199,,,1871,267.2857143,,6396,228.4285714,,,30,,70,98,51,0.4,1.1,0.7,82.6,1.5,3.3,257.5,5.6,12.3,381.2,3.9,25,97,21,198.7,2,9853.7,101.6,3045.3,56.4,121.8,3105.3,67.5,147.9,12,1,12,5.56,3,1,16.95232406
20141123,6,,,,,,,1871,267.2857143,,6396,228.4285714,,,,,65,73,41,0.4,1.1,0.7,45.5,0.9,1.7,298,6.2,12.4,348.2,3.7,27,95,24,123.9,1.3,9809.9,103.3,3168.8,60.9,117.4,3486.2,72.6,145.3,13,0,0,6.54,1,1,12.88877206
20141124,6,,,,,,,1382,197.4285714,,5901,210.75,,,,,65,73,41,0.4,0.9,0.7,45.5,0.9,1.7,298,6.2,12.4,348.2,3.7,27,95,24,123.9,1.3,9809.9,103.3,3168.8,60.9,117.4,3486.2,72.6,145.3,13,0,1,5.96,2,3,13.55796234
20141125,6,72,6268,19,,635,,1368,195.4285714,,5939,212.1071429,126,326,23,2,68,41,44,0.6,0.9,0.5,45.5,0.9,1.7,298,6.2,12.4,348.2,3.7,27,95,24,123.9,1.3,9809.9,103.3,3168.8,60.9,117.4,3486.2,72.6,145.3,13,0,2,7.19,6,6,12.91151247
20141126,6,,,,,,,1368,195.4285714,,5939,212.1071429,,,,,60,40,42,0.6,0.9,0.5,45.5,0.9,1.7,298,6.2,12.4,348.2,3.7,27,95,24,123.9,1.3,9809.9,103.3,3168.8,60.9,117.4,3486.2,72.6,145.3,13,0,3,5.28,1,6,14.95802941
20141127,6,78,3525,10,,388,,1312,187.4285714,,5632,201.1428571,112,124,22,2.9,59,41,26,,0.9,0.4,45.5,0.9,1.7,298,6.2,12.4,348.2,3.7,27,95,24,123.9,1.3,9809.9,103.3,3168.8,60.9,117.4,3486.2,72.6,145.3,13,0,4,4.32,9,5,11.5153016
20141128,6,59,3194,29,,314,,1337,191,,5946,212.3571429,72,79,24,2.3,64,42,32,0.1,0.9,0.4,45.5,0.9,1.7,298,6.2,12.4,348.2,3.7,27,95,24,123.9,1.3,9809.9,103.3,3168.8,60.9,117.4,3486.2,72.6,145.3,13,0,5,6.88,8,6,12.54935952
20141129,6,95,9810,348,124,,,1337,191,,5447,194.5357143,,,31,,79,62,45,0.4,0.9,0.5,45.5,0.9,1.7,298,6.2,12.4,348.2,3.7,27,95,24,123.9,1.3,9809.9,103.3,3168.8,60.9,117.4,3486.2,72.6,145.3,13,1,6,6.57,8,5,13.39105508
20141130,6,,,,,,,1337,191,,5447,194.5357143,,,,,79,62,33,0.4,0.9,0.5,13.6,0.2,1.4,161.2,3.7,14.7,174.9,,10,46,11,79.4,,4740.1,,1288.6,23,128.9,1722.8,39.2,156.6,14,0,0,6.05,2,9,17.29752168
20141201,6,,,,,,,1337,191,,5447,194.5357143,,,,,72,61,36,0.4,0.9,0.5,13.6,0.2,1.4,161.2,3.7,14.7,174.9,,10,46,11,79.4,,4740.1,,1288.6,23,128.9,1722.8,39.2,156.6,14,0,1,5.9,7,6,12.52553474
20141202,6,46,4740,175,79,,,702,100.2857143,,4921,175.75,,,29,,70,59,40,0.5,0.8,0.6,13.6,0.2,1.4,161.2,3.7,14.7,174.9,,10,46,11,79.4,,4740.1,,1288.6,23,128.9,1722.8,39.2,156.6,14,1,2,6.44,2,8,12.28343753
20141203,6,,,,,,,702,100.2857143,,4921,175.75,,,,,70,59,33,0.5,0.8,0.6,0,0,0,12.3,0.2,2.5,30.4,,2,13,5,12.3,,1532,,271.1,7.1,135.6,719.7,11.6,143.9,15,0,0,5.71,3,9,13.01969412
20141204,6,,,,,,,314,44.85714286,,4921,175.75,,,,,63,54,12,0.2,0.7,0.6,0,0,0,12.3,0.2,2.5,30.4,,2,13,5,12.3,,1532,,271.1,7.1,135.6,719.7,11.6,143.9,15,0,1,4.77,9,2,11.57477252
20141205,6,46,2497,12,,277,,277,39.57142857,,4707,168.1071429,62,79,22,2.2,62,54,18,0.2,0.7,0.6,0,0,0,12.3,0.2,2.5,30.4,,2,13,5,12.3,,1532,,271.1,7.1,135.6,719.7,11.6,143.9,15,0,2,6.79,2,3,15.17627161
20141206,6,33,3532,430,112,,,277,39.57142857,,4401,157.1785714,,,30,,53,57,32,0.6,0.8,0.5,0,0,0,12.3,0.2,2.5,30.4,,2,13,5,12.3,,1532,,271.1,7.1,135.6,719.7,11.6,143.9,15,1,3,5.91,9,6,9.846325842
20141207,6,,,,,,,277,39.57142857,,4401,157.1785714,,,,,53,57,18,0.4,0.8,0.5,16.7,0.3,0.6,467.5,9.4,17.3,489.5,5.2,27,94,27,251.4,2.7,9842,104.7,2944.4,58.9,109.1,3816.9,76.3,141.4,16,0,0,7.36,9,4,13.96779695
20141208,6,,,,,,,277,39.57142857,,4401,157.1785714,,,,,53,57,18,0.4,0.8,0.5,16.7,0.3,0.6,467.5,9.4,17.3,489.5,5.2,27,94,27,251.4,2.7,9842,104.7,2944.4,58.9,109.1,3816.9,76.3,141.4,16,0,1,6.96,6,9,12.08106762
20141209,6,64,5533,62,,498,,775,110.7142857,,4529,161.75,88,109,24,1.8,51,60,35,0.5,0.7,0.5,16.7,0.3,0.6,467.5,9.4,17.3,489.5,5.2,27,94,27,251.4,2.7,9842,104.7,2944.4,58.9,109.1,3816.9,76.3,141.4,16,0,2,6.99,6,5,17.9592254
20141210,6,,,,,,,775,110.7142857,,3983,142.25,,,,,51,60,28,0.5,0.7,0.5,16.7,0.3,0.6,467.5,9.4,17.3,489.5,5.2,27,94,27,251.4,2.7,9842,104.7,2944.4,58.9,109.1,3816.9,76.3,141.4,16,0,3,4.94,1,7,14.70079261
20141211,6,65,5243,,,492,,1267,181,,4475,159.8214286,92,175,20,1.9,54,59,31,0.1,1,0.5,16.7,0.3,0.6,467.5,9.4,17.3,489.5,5.2,27,94,27,251.4,2.7,9842,104.7,2944.4,58.9,109.1,3816.9,76.3,141.4,16,0,4,6.99,7,1,11.92924488
20141212,6,52,2922,,,305,,1295,185,,4780,170.7142857,67,91,20,2.2,54,57,40,0.1,1,0.4,16.7,0.3,0.6,467.5,9.4,17.3,489.5,5.2,27,94,27,251.4,2.7,9842,104.7,2944.4,58.9,109.1,3816.9,76.3,141.4,16,0,5,5.97,1,2,16.02286516
20141213,6,94,9842,490,251,,,1295,185,,4780,170.7142857,,,31,,54,65,69,0.5,0.9,0.4,16.7,0.3,0.6,467.5,9.4,17.3,489.5,5.2,27,94,27,251.4,2.7,9842,104.7,2944.4,58.9,109.1,3816.9,76.3,141.4,16,1,6,6.89,4,1,14.87048618
20141214,6,,,,,,,1295,185,,4780,170.7142857,,,,,54,65,52,0.4,0.9,0.4,,,,,,,,,,,,,,,,,,,,,,17,0,0,6.38,7,9,12.24444098
20141215,6,,,,,,,1295,185,,4291,153.25,,,,,54,65,52,0.4,0.9,0.4,,,,,,,,,,,,,,,,,,,,,,17,0,1,6.66,9,5,9.1061229
20141216,6,40,1248,,,123,,920,131.4285714,,3765,134.4642857,40,14,14,3.3,48,56,45,0.5,0.7,0.4,,,,,,,,,,,,,,,,,,,,,,17,0,2,5.15,6,9,11.91768757
20141217,6,95,10009,352,95,,,920,131.4285714,,3765,134.4642857,,,30,,64,75,52,0.6,1,0.6,,,,,,,,,,,,,,,,,,,,,,17,0,3,6.31,5,7,16.37591361
20141218,6,,,,,,,428,61.14285714,,3321,118.6071429,,,,,64,75,28,0.3,0.8,0.6,,,,,,,,,,,,,,,,,,,,,,17,0,4,6.13,1,4,14.43398868
20141219,6,20,1000,,,100,,223,31.85714286,,3132,111.8571429,,50,15,,62,75,31,0.3,0.7,0.6,,,,,,,,,,,,,,,,,,,,,,17,0,5,6.13,6,4,9.99675536
20141220,6,44,2739,24,,269,,492,70.28571429,,3401,121.4642857,65,86,22,2.4,60,52,39,0.4,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,17,0,6,6,2,2,16.71609522
20141221,6,20,2000,400,100,,,492,70.28571429,,3401,121.4642857,,,29,,63,74,39,0.6,0.7,0.6,,,,,,,,,,,,,,,,,,,,,,17,1,7,6.03,1,7,14.61357685
20141222,6,,,,,,,492,70.28571429,,3401,121.4642857,,,,,63,74,14,0.3,0.7,0.6,,,,,,,,,,,,,,,,,,,,,,18,0,0,7.55,8,5,14.00362651
20141223,6,60,3853,15,,446,,815,116.4285714,,3212,114.7142857,94,219,22,2.1,61,72,25,0.3,0.8,0.6,,,,,,,,,,,,,,,,,,,,,,18,0,1,3.58,6,3,15.72606719
20141224,6,71,4583,19,,405,,1220,174.2857143,,3617,129.1785714,89,117,22,2.2,68,73,30,0.4,1.1,0.4,,,,,,,,,,,,,,,,,,,,,,18,0,2,5.51,5,2,16.35565923
20141225,6,44,2739,24,,269,,1489,212.7142857,,3498,124.9285714,65,86,22,2.4,64,74,32,0.3,1.5,0.5,,,,,,,,,,,,,,,,,,,,,,18,0,3,5.41,3,9,15.67017374
20141226,6,,,,,,,1389,198.4285714,,3184,113.7142857,,,,,59,74,29,,1.3,0.5,,,,,,,,,,,,,,,,,,,,,,18,1,4,6.89,4,9,16.44323642
20141227,6,59,2135,72,18,237,,1357,193.8571429,,3421,122.1785714,60,88,26,2.5,47,51,44,0.1,1.2,0.5,33,0.6,1.1,198.4,4.2,7.6,239,2.5,30,96,26,108.9,1.1,10259,106.9,3455.8,65.2,115.2,3753.1,79.9,144.4,19,0,0,6.6,4,6,15.65385361
20141228,6,96,10259,239,109,,,1357,193.8571429,,3421,122.1785714,,,27,,63,64,49,0.3,1,0.6,33,0.6,1.1,198.4,4.2,7.6,239,2.5,30,96,26,108.9,1.1,10259,106.9,3455.8,65.2,115.2,3753.1,79.9,144.4,19,1,1,6.01,7,9,10.29657695
20141229,6,,,,,,,1357,193.8571429,,3421,122.1785714,,,,,63,64,37,0.3,1,0.6,16.1,0.3,2.3,19,0.4,2.1,43,,7,35,9,0,,3695.5,,1020.5,19.3,145.8,1365.6,29.1,151.7,20,0,0,5.22,7,8,12.98812215
20141230,6,,,,,,,911,130.1428571,,3421,122.1785714,,,,,62,64,32,0.3,0.8,0.6,16.1,0.3,2.3,19,0.4,2.1,43,,7,35,9,0,,3695.5,,1020.5,19.3,145.8,1365.6,29.1,151.7,20,0,1,6.08,9,3,12.42760301
20141231,6,47,2459,8,,275,,781,111.5714286,,3696,132,69,108,23,2.5,50,45,47,0.4,0.7,0.6,16.1,0.3,2.3,19,0.4,2.1,43,,7,35,9,0,,3695.5,,1020.5,19.3,145.8,1365.6,29.1,151.7,20,0,2,5.9,5,1,13.1120226
20150101,6,35,3696,43,,,,512,73.14285714,,3696,132,,,24,,55,47,46,0.3,0.7,0.6,16.1,0.3,2.3,19,0.4,2.1,43,,7,35,9,0,,3695.5,,1020.5,19.3,145.8,1365.6,29.1,151.7,20,1,3,5.23,6,9,11.89638056
20150102,6,,,,,,,512,73.14285714,,3419,122.1071429,,,,,54,47,18,0.1,0.7,0.6,45.2,1.1,1.9,329.7,5.6,9.7,381.2,4,24,96,34,138.7,1.4,10599.5,110.4,2921.3,71.3,121.7,4874.8,82.6,143.4,21,0,0,7.54,7,8,13.88547145
20150103,6,94,10346,209,111,,,275,39.28571429,,3419,122.1071429,,,31,,66,58,39,0.3,0.8,0.7,45.2,1.1,1.9,329.7,5.6,9.7,381.2,4,24,96,34,138.7,1.4,10599.5,110.4,2921.3,71.3,121.7,4874.8,82.6,143.4,21,0,1,4.37,6,2,11.48196658
20150104,6,,,,,,,275,39.28571429,,3419,122.1071429,,,,,63,35,41,0.4,0.6,0.5,45.2,1.1,1.9,329.7,5.6,9.7,381.2,4,24,96,34,138.7,1.4,10599.5,110.4,2921.3,71.3,121.7,4874.8,82.6,143.4,21,0,2,2.53,3,2,13.27999035
20150105,6,,,,,,,275,39.28571429,,3419,122.1071429,,,,,63,35,35,0.4,0.6,0.5,45.2,1.1,1.9,329.7,5.6,9.7,381.2,4,24,96,34,138.7,1.4,10599.5,110.4,2921.3,71.3,121.7,4874.8,82.6,143.4,21,0,3,4.35,7,9,13.06589809
20150106,6,74,5531,45,9,524,,799,114.1428571,,3445,123.0357143,74,248,25,1.4,65,37,38,0.4,0.8,0.6,45.2,1.1,1.9,329.7,5.6,9.7,381.2,4,24,96,34,138.7,1.4,10599.5,110.4,2921.3,71.3,121.7,4874.8,82.6,143.4,21,0,4,7.96,6,3,12.15408741
20150107,6,,,,,,,524,74.85714286,,3445,123.0357143,,,,,58,36,43,0.4,0.7,0.6,45.2,1.1,1.9,329.7,5.6,9.7,381.2,4,24,96,34,138.7,1.4,10599.5,110.4,2921.3,71.3,121.7,4874.8,82.6,143.4,21,0,5,4.33,7,6,15.18937495
20150108,6,70,5069,45,12,493,,1017,145.2857143,,3446,123.0714286,132,197,25,2.7,62,37,27,0.1,0.7,0.6,45.2,1.1,1.9,329.7,5.6,9.7,381.2,4,24,96,34,138.7,1.4,10599.5,110.4,2921.3,71.3,121.7,4874.8,82.6,143.4,21,0,6,7.61,8,9,14.28306443
20150109,6,39,2316,29,,241,,1258,179.7142857,,3382,120.7857143,40,102,22,1.7,65,39,31,0.2,0.9,0.6,45.2,1.1,1.9,329.7,5.6,9.7,381.2,4,24,96,34,138.7,1.4,10599.5,110.4,2921.3,71.3,121.7,4874.8,82.6,143.4,21,0,7,5.62,4,4,16.67812049
20150110,6,96,10600,381,139,,,1258,179.7142857,,3382,120.7857143,,,31,,79,56,47,0.5,0.8,0.5,45.2,1.1,1.9,329.7,5.6,9.7,381.2,4,24,96,34,138.7,1.4,10599.5,110.4,2921.3,71.3,121.7,4874.8,82.6,143.4,21,1,8,5.78,3,4,13.63035497
20150111,6,,,,,,,1258,179.7142857,,3382,120.7857143,,,,,63,42,45,0.6,0.8,0.5,45.1,0.8,9,0,0,0,45.6,,5,15,2,14.3,,1867,,710.5,12.5,142.1,327.5,7.6,163.8,22,0,0,6.73,3,7,11.52592885
20150112,6,,,,,,,1258,179.7142857,,3382,120.7857143,,,,,63,42,45,0.6,0.8,0.5,45.1,0.8,9,0,0,0,45.6,,5,15,2,14.3,,1867,,710.5,12.5,142.1,327.5,7.6,163.8,22,0,1,5.34,6,7,10.27500274
20150113,6,75,6101,9,,598,,1332,190.2857143,,3857,137.75,76,303,21,1.3,72,43,41,0.5,0.9,0.5,45.1,0.8,9,0,0,0,45.6,,5,15,2,14.3,,1867,,710.5,12.5,142.1,327.5,7.6,163.8,22,0,2,6.07,2,5,13.70373481
20150114,6,,,,,,,1332,190.2857143,,3857,137.75,,,,,68,43,38,0.5,0.9,0.5,45.1,0.8,9,0,0,0,45.6,,5,15,2,14.3,,1867,,710.5,12.5,142.1,327.5,7.6,163.8,22,0,3,5.24,4,4,17.01968989
20150115,6,78,3828,,,465,,1304,186.2857143,,4322,154.3571429,79,105,18,1.7,69,40,23,,0.8,0.4,45.1,0.8,9,0,0,0,45.6,,5,15,2,14.3,,1867,,710.5,12.5,142.1,327.5,7.6,163.8,22,0,4,5.72,6,2,12.06139657
20150116,6,53,2754,1,,284,,1347,192.4285714,,4506,160.9285714,53,88,21,1.9,73,40,27,,0.8,0.4,45.1,0.8,9,0,0,0,45.6,,5,15,2,14.3,,1867,,710.5,12.5,142.1,327.5,7.6,163.8,22,0,5,5.39,4,9,12.09058841
20150117,6,15,1867,46,14,,,1347,192.4285714,,4237,151.3214286,,,29,,60,31,38,0.1,0.9,0.5,45.1,0.8,9,0,0,0,45.6,,5,15,2,14.3,,1867,,710.5,12.5,142.1,327.5,7.6,163.8,22,1,6,6.07,6,3,12.30017056
20150118,6,,,,,,,1347,192.4285714,,4237,151.3214286,,,,,60,31,22,0.1,0.9,0.5,13.7,0.3,0.5,173.3,3.5,6.2,198.5,2.1,27,95,28,60,0.6,9670.6,101.8,3078.4,61.6,114,3902,78,139.4,23,0,0,6.83,6,2,15.1611457
20150119,6,85,4075,5,,416,,1763,251.8571429,,4653,166.1785714,120,122,22,2.9,66,31,30,0.1,1.2,0.5,13.7,0.3,0.5,173.3,3.5,6.2,198.5,2.1,27,95,28,60,0.6,9670.6,101.8,3078.4,61.6,114,3902,78,139.4,23,0,1,5.23,3,5,14.61586205
20150120,6,80,6200,250,150,600,,1765,252.1428571,,4807,171.6785714,150,350,28,2.5,67,43,35,0.4,1.2,0.5,13.7,0.3,0.5,173.3,3.5,6.2,198.5,2.1,27,95,28,60,0.6,9670.6,101.8,3078.4,61.6,114,3902,78,139.4,23,0,2,8.1,1,3,20.39887478
20150121,6,,,,,,,1765,252.1428571,,4402,157.2142857,,,,,67,43,28,0.4,1.2,0.5,13.7,0.3,0.5,173.3,3.5,6.2,198.5,2.1,27,95,28,60,0.6,9670.6,101.8,3078.4,61.6,114,3902,78,139.4,23,0,3,7.34,4,7,13.70778202
20150122,6,,,,,,,1300,185.7142857,,4133,147.6071429,,,,,59,40,27,0.4,0.9,0.5,13.7,0.3,0.5,173.3,3.5,6.2,198.5,2.1,27,95,28,60,0.6,9670.6,101.8,3078.4,61.6,114,3902,78,139.4,23,0,4,5.09,7,6,7.360680808
20150123,6,83,6370,105,7,663,,1679,239.8571429,,4796,171.2857143,150,544,24,2.3,65,45,40,0.5,0.9,0.6,13.7,0.3,0.5,173.3,3.5,6.2,198.5,2.1,27,95,28,60,0.6,9670.6,101.8,3078.4,61.6,114,3902,78,139.4,23,0,5,5.46,5,5,13.89235009
20150124,6,51,3927,13,,396,,2075,296.4285714,,4955,176.9642857,52,180,22,1.3,55,24,47,0.9,1,0.6,13.7,0.3,0.5,173.3,3.5,6.2,198.5,2.1,27,95,28,60,0.6,9670.6,101.8,3078.4,61.6,114,3902,78,139.4,23,0,6,7.04,4,1,14.23528264
20150125,6,,,,,,,2075,296.4285714,,4955,176.9642857,,,,,55,24,29,0.3,1,0.6,13.7,0.3,0.5,173.3,3.5,6.2,198.5,2.1,27,95,28,60,0.6,9670.6,101.8,3078.4,61.6,114,3902,78,139.4,23,0,7,5.82,6,8,10.60423224
20150126,6,84,6209,20,10,592,,2251,321.5714286,,5547,198.1071429,170,258,25,2.9,65,25,40,0.3,1,0.6,13.7,0.3,0.5,173.3,3.5,6.2,198.5,2.1,27,95,28,60,0.6,9670.6,101.8,3078.4,61.6,114,3902,78,139.4,23,0,8,6.24,7,6,16.01954594
20150127,6,80,6185,409,198,615,,2266,323.7142857,,6162,220.0714286,130,281,26,2.1,65,47,55,0.6,1,0.5,13.7,0.3,0.5,173.3,3.5,6.2,198.5,2.1,27,95,28,60,0.6,9670.6,101.8,3078.4,61.6,114,3902,78,139.4,23,0,9,4.74,3,1,9.698021806
20150128,6,,,,,,,2266,323.7142857,,5887,210.25,,,,,65,47,39,0.5,1,0.5,13.7,0.3,0.5,173.3,3.5,6.2,198.5,2.1,27,95,28,60,0.6,9670.6,101.8,3078.4,61.6,114,3902,78,139.4,23,0,10,5.68,9,3,11.42323217
20150129,6,66,3728,33,17,356,,2622,374.5714286,,6243,222.9642857,100,138,27,2.8,65,49,39,0.5,1.3,0.6,13.7,0.3,0.5,173.3,3.5,6.2,198.5,2.1,27,95,28,60,0.6,9670.6,101.8,3078.4,61.6,114,3902,78,139.4,23,0,11,5.88,1,1,11.74478875
20150130,6,49,2573,16,8,241,,2200,314.2857143,,6484,231.5714286,49,83,25,2,64,50,45,0.5,1.3,0.5,13.7,0.3,0.5,173.3,3.5,6.2,198.5,2.1,27,95,28,60,0.6,9670.6,101.8,3078.4,61.6,114,3902,78,139.4,23,0,12,6.04,4,2,13.12330038
20150131,6,95,9671,199,60,,,1804,257.7142857,,6484,231.5714286,,,30,,77,59,45,0.6,1.1,0.6,13.7,0.3,0.5,173.3,3.5,6.2,198.5,2.1,27,95,28,60,0.6,9670.6,101.8,3078.4,61.6,114,3902,78,139.4,23,1,13,7.12,5,5,12.90189225
20150201,6,,,,,,,1804,257.7142857,,6484,231.5714286,,,,,77,59,33,0.2,1.1,0.6,27.3,0.6,1.4,185.3,3.3,6.9,239.9,2.5,20,97,27,86.8,0.9,9940.7,102.5,2494.3,58,124.7,4058,71.2,150.3,24,0,0,4.83,1,5,15.33926404
20150202,6,,,,,,,1212,173.1428571,,6484,231.5714286,,,,,70,58,36,0.2,0.9,0.6,27.3,0.6,1.4,185.3,3.3,6.9,239.9,2.5,20,97,27,86.8,0.9,9940.7,102.5,2494.3,58,124.7,4058,71.2,150.3,24,0,1,5.12,3,9,16.15922938
20150203,6,58,3739,,,384,,981,140.1428571,,6344,226.5714286,59,131,20,1.5,66,44,38,0.3,0.8,0.5,27.3,0.6,1.4,185.3,3.3,6.9,239.9,2.5,20,97,27,86.8,0.9,9940.7,102.5,2494.3,58,124.7,4058,71.2,150.3,24,0,2,6.71,1,8,15.45464992
20150204,6,78,5824,218,106,553,,1534,219.1428571,,6897,246.3214286,176,350,28,3.2,75,57,40,0.4,1.1,0.7,27.3,0.6,1.4,185.3,3.3,6.9,239.9,2.5,20,97,27,86.8,0.9,9940.7,102.5,2494.3,58,124.7,4058,71.2,150.3,24,0,3,5.46,9,7,11.19317935
20150205,6,,,,,,,1178,168.2857143,,6404,228.7142857,,,,,75,57,20,0.2,0.9,0.6,27.3,0.6,1.4,185.3,3.3,6.9,239.9,2.5,20,97,27,86.8,0.9,9940.7,102.5,2494.3,58,124.7,4058,71.2,150.3,24,0,4,3.91,8,8,11.66315014
20150206,6,74,5372,,,542,,1479,211.2857143,,6705,239.4642857,75,178,21,1.4,74,51,32,0.2,0.9,0.6,27.3,0.6,1.4,185.3,3.3,6.9,239.9,2.5,20,97,27,86.8,0.9,9940.7,102.5,2494.3,58,124.7,4058,71.2,150.3,24,0,5,6.24,4,8,16.39057959
20150207,6,35,2229,,,231,,1710,244.2857143,,6936,247.7142857,35,90,21,1.5,71,50,38,0.2,1,0.4,27.3,0.6,1.4,185.3,3.3,6.9,239.9,2.5,20,97,27,86.8,0.9,9940.7,102.5,2494.3,58,124.7,4058,71.2,150.3,24,0,6,6.49,1,5,12.10615056
20150208,6,97,9941,240,87,,,1710,244.2857143,,6936,247.7142857,,,30,,87,63,42,0.4,1.1,0.6,27.3,0.6,1.4,185.3,3.3,6.9,239.9,2.5,20,97,27,86.8,0.9,9940.7,102.5,2494.3,58,124.7,4058,71.2,150.3,24,1,7,6.01,8,5,12.27023058
20150209,6,,,,,,,1710,244.2857143,,6936,247.7142857,,,,,77,62,36,0.2,1.1,0.6,37,0.8,1.5,152.1,2.9,5.9,199.9,2.1,24,95,26,62,0.7,9815.4,103.3,2867.2,59.7,119.5,3719,71.5,143,25,0,0,5.55,8,3,16.15435455
20150210,6,32,1719,,,180,,1506,215.1428571,,6518,232.7857143,32,7,17,1.8,70,39,43,0.3,1,0.6,37,0.8,1.5,152.1,2.9,5.9,199.9,2.1,24,95,26,62,0.7,9815.4,103.3,2867.2,59.7,119.5,3719,71.5,143,25,0,1,6.25,4,7,14.9562744
20150211,6,95,9815,200,62,,,953,136.1428571,,6518,232.7857143,,,30,,85,51,43,0.5,1,0.6,37,0.8,1.5,152.1,2.9,5.9,199.9,2.1,24,95,26,62,0.7,9815.4,103.3,2867.2,59.7,119.5,3719,71.5,143,25,1,2,5.39,7,9,13.27495805
20150212,6,,,,,,,953,136.1428571,,6053,216.1785714,,,,,80,49,42,0.5,1,0.6,56.8,1.2,2.1,324.3,6.1,10.5,381.1,4.1,27,94,31,194.5,2.1,9419.6,100.2,3079.4,65.5,114.1,3989.7,75.3,128.7,26,0,0,5.88,6,1,10.5400277
20150213,6,,,,,,,411,58.71428571,,5769,206.0357143,,,,,76,48,24,0.2,0.7,0.6,56.8,1.2,2.1,324.3,6.1,10.5,381.1,4.1,27,94,31,194.5,2.1,9419.6,100.2,3079.4,65.5,114.1,3989.7,75.3,128.7,26,0,1,6.39,5,9,11.33473039
20150214,6,,,,,,,180,25.71428571,,5769,206.0357143,,,,,60,37,30,0.3,0.7,0.6,56.8,1.2,2.1,324.3,6.1,10.5,381.1,4.1,27,94,31,194.5,2.1,9419.6,100.2,3079.4,65.5,114.1,3989.7,75.3,128.7,26,0,2,6.2,4,3,15.55913312
20150215,6,,,,,,,180,25.71428571,,5769,206.0357143,,,,,60,37,25,0.3,0.5,0.4,56.8,1.2,2.1,324.3,6.1,10.5,381.1,4.1,27,94,31,194.5,2.1,9419.6,100.2,3079.4,65.5,114.1,3989.7,75.3,128.7,26,0,3,6.35,4,5,13.4660112
20150216,6,62,5018,,,479,,659,94.14285714,,5832,208.2857143,62,186,21,1.3,68,37,11,,0.6,0.4,56.8,1.2,2.1,324.3,6.1,10.5,381.1,4.1,27,94,31,194.5,2.1,9419.6,100.2,3079.4,65.5,114.1,3989.7,75.3,128.7,26,0,4,5.1,1,2,17.05154998
