date,ID,T.T_TIME,T.TOTAL_DISTANCE,T.HIGH_INTENSITY_DISTANCE,T.SPRINT_DISTANCE,T_PLAYER_LOAD,count_last_week,sum_last_week,ACUTE_LOAD,count_last_fourweeks,sum_last_fourweeks,CHRONIC_LOAD,T_HEART_RATE_EXERTION,T_ACC_DEC_LOAD,T.PEAK_SPEED,T.HRE_PL_LOAD,T.VOLUME_STATUS,T.INTENSITY_STATUS,T.VOLUME_RATIO,T.INTENSITY_RATIO,T.MONOTONY_VOLUME,T.MONOTONY_INTENSITY,G.HI_IP_m,G.HI_IP_m.pc,G.HI_IP_m.min,G.HI_OP_m,G.HI_OP_m.pc,G.HI_OP_m.min,G.HID_m,G.HID_m.min,G.IP_mins,G.MINS,G.OP_mins,G.SPR_m,G.SPR_m.min,G.TD_m,G.TD_m.min,G.TD_IP_m,G.TD_IP_m.pc,G.TD_IP_m.min,G.TD_OP_m,G.TD_OP_m.pc,G.TD_OP_m.min,matchPeriods,GameYN,NDs,sleep,muscleSoreness,pExertion,wellbeing
20150217,6,83,6199,57,9,616,,1095,156.4285714,,5848,208.8571429,84,298,25,1.4,72,40,24,0.1,0.7,0.5,56.8,1.2,2.1,324.3,6.1,10.5,381.1,4.1,27,94,31,194.5,2.1,9419.6,100.2,3079.4,65.5,114.1,3989.7,75.3,128.7,26,0,5,6.01,9,3,14.36566223
20150218,6,,,,,,,1095,156.4285714,,5848,208.8571429,,,,,63,28,28,0.1,0.6,0.4,56.8,1.2,2.1,324.3,6.1,10.5,381.1,4.1,27,94,31,194.5,2.1,9419.6,100.2,3079.4,65.5,114.1,3989.7,75.3,128.7,26,0,6,6.85,9,6,12.00726712
20150219,6,69,3536,,,354,,1449,207,,6202,221.5,70,103,21,2,69,28,34,0.1,0.8,0.4,56.8,1.2,2.1,324.3,6.1,10.5,381.1,4.1,27,94,31,194.5,2.1,9419.6,100.2,3079.4,65.5,114.1,3989.7,75.3,128.7,26,0,7,5.81,2,9,14.29558359
20150220,6,46,2279,17,,227,,1676,239.4285714,,5766,205.9285714,47,84,23,2.1,64,29,42,0.1,0.9,0.5,56.8,1.2,2.1,324.3,6.1,10.5,381.1,4.1,27,94,31,194.5,2.1,9419.6,100.2,3079.4,65.5,114.1,3989.7,75.3,128.7,26,0,8,4.39,7,5,14.89400504
20150221,6,94,9420,381,195,,,1676,239.4285714,,5370,191.7857143,,,31,,75,50,45,0.5,1.1,0.5,56.8,1.2,2.1,324.3,6.1,10.5,381.1,4.1,27,94,31,194.5,2.1,9419.6,100.2,3079.4,65.5,114.1,3989.7,75.3,128.7,26,1,9,5.55,4,9,13.78509749
20150222,6,,,,,,,1676,239.4285714,,5370,191.7857143,,,,,59,37,40,0.6,1.1,0.5,53.3,1,2,333,6.9,13.9,386.3,4,27,97,24,112.9,1.2,9887.1,101.9,2956.1,56.8,109.5,3648,76,152,27,0,0,5.79,9,7,8.708956024
20150223,6,,,,,,,1197,171,,4778,170.6428571,,,,,59,37,40,0.6,0.8,0.5,53.3,1,2,333,6.9,13.9,386.3,4,27,97,24,112.9,1.2,9887.1,101.9,2956.1,56.8,109.5,3648,76,152,27,0,1,5.59,6,7,12.67479801
20150224,6,88,6780,35,,660,,1241,177.2857143,,4823,172.25,89,300,23,1.3,67,39,43,0.6,0.8,0.4,53.3,1,2,333,6.9,13.9,386.3,4,27,97,24,112.9,1.2,9887.1,101.9,2956.1,56.8,109.5,3648,76,152,27,0,2,6.11,2,7,16.8323656
20150225,6,,,,,,,1241,177.2857143,,4823,172.25,,,,,52,27,49,0.8,0.8,0.4,53.3,1,2,333,6.9,13.9,386.3,4,27,97,24,112.9,1.2,9887.1,101.9,2956.1,56.8,109.5,3648,76,152,27,0,3,7.34,3,2,9.603381044
20150226,6,76,4965,11,,457,,1344,192,,4924,175.8571429,76,183,22,1.7,60,28,31,0.1,0.9,0.5,53.3,1,2,333,6.9,13.9,386.3,4,27,97,24,112.9,1.2,9887.1,101.9,2956.1,56.8,109.5,3648,76,152,27,0,4,5.24,5,7,11.65741278
20150227,6,49,2462,9,,237,,1354,193.4285714,,4920,175.7142857,49,95,22,2.1,64,29,35,0.1,0.9,0.4,53.3,1,2,333,6.9,13.9,386.3,4,27,97,24,112.9,1.2,9887.1,101.9,2956.1,56.8,109.5,3648,76,152,27,0,5,6.85,4,3,16.15756557
20150228,6,97,9887,386,113,,,1354,193.4285714,,4920,175.7142857,,,,,79,50,48,0.5,0.9,0.4,53.3,1,2,333,6.9,13.9,386.3,4,27,97,24,112.9,1.2,9887.1,101.9,2956.1,56.8,109.5,3648,76,152,27,1,6,6.4,5,4,14.36895233
20150301,6,,,,,,,1354,193.4285714,,4920,175.7142857,,,,,79,50,34,0.5,0.9,0.4,84.2,2.4,4.4,318.2,4.9,8.6,448.2,4.7,19,95,37,208,2.2,10157.9,106.9,2353.8,67.3,123.9,4873.8,75,131.7,28,0,0,5.33,9,7,15.50984881
20150302,6,35,2394,,,218,,1572,224.5714286,,5138,183.5,74,23,16,3.4,75,50,41,0.5,1,0.4,84.2,2.4,4.4,318.2,4.9,8.6,448.2,4.7,19,95,37,208,2.2,10157.9,106.9,2353.8,67.3,123.9,4873.8,75,131.7,28,0,1,6.14,6,7,8.678015109
20150303,6,42,2282,9,,223,,1135,162.1428571,,4977,177.75,43,59,22,1.9,69,47,39,0.5,0.9,0.4,84.2,2.4,4.4,318.2,4.9,8.6,448.2,4.7,19,95,37,208,2.2,10157.9,106.9,2353.8,67.3,123.9,4873.8,75,131.7,28,0,2,7.87,1,4,17.4076281
20150304,6,95,10158,448,208,,,1135,162.1428571,,4424,158,,,31,,85,72,46,0.7,1.2,0.6,84.2,2.4,4.4,318.2,4.9,8.6,448.2,4.7,19,95,37,208,2.2,10157.9,106.9,2353.8,67.3,123.9,4873.8,75,131.7,28,1,3,5.68,7,4,13.57989201
20150305,6,,,,,,,678,96.85714286,,4424,158,,,,,79,72,29,0.4,0.9,0.6,28,0.6,1,463.3,9.1,15.4,511.1,5.4,29,94,30,214.9,2.3,10032.1,106.7,3348.2,68.3,115.5,4268.2,83.7,142.3,29,0,0,6.6,8,3,15.82035268
20150306,6,,,,,,,441,63,,3882,138.6428571,,,,,76,72,31,0.4,0.8,0.6,28,0.6,1,463.3,9.1,15.4,511.1,5.4,29,94,30,214.9,2.3,10032.1,106.7,3348.2,68.3,115.5,4268.2,83.7,142.3,29,0,1,6.36,4,5,15.48465386
20150307,6,,,,,,,441,63,,3651,130.3928571,,,,,61,50,32,0.5,0.6,0.4,28,0.6,1,463.3,9.1,15.4,511.1,5.4,29,94,30,214.9,2.3,10032.1,106.7,3348.2,68.3,115.5,4268.2,83.7,142.3,29,0,2,5.94,4,9,16.70863051
20150308,6,,,,,,,441,63,,3651,130.3928571,,,,,61,50,26,0.5,0.6,0.4,28,0.6,1,463.3,9.1,15.4,511.1,5.4,29,94,30,214.9,2.3,10032.1,106.7,3348.2,68.3,115.5,4268.2,83.7,142.3,29,0,3,6.12,7,1,12.23013932
20150309,6,48,3880,12,,405,,628,89.71428571,,4056,144.8571429,49,153,22,1.2,67,51,9,,0.6,0.4,28,0.6,1,463.3,9.1,15.4,511.1,5.4,29,94,30,214.9,2.3,10032.1,106.7,3348.2,68.3,115.5,4268.2,83.7,142.3,29,0,4,5.28,7,2,12.12558124
20150310,6,77,6037,73,,643,,1048,149.7142857,,4519,161.3928571,78,347,24,1.2,66,53,24,0.1,0.7,0.5,28,0.6,1,463.3,9.1,15.4,511.1,5.4,29,94,30,214.9,2.3,10032.1,106.7,3348.2,68.3,115.5,4268.2,83.7,142.3,29,0,5,6.58,4,1,15.22878976
20150311,6,60,2000,,,20,,1068,152.5714286,,4539,162.1071429,,100,18,,69,53,27,0.1,0.7,0.4,28,0.6,1,463.3,9.1,15.4,511.1,5.4,29,94,30,214.9,2.3,10032.1,106.7,3348.2,68.3,115.5,4268.2,83.7,142.3,29,0,6,6.83,9,6,11.08919254
20150312,6,,,,,,,1068,152.5714286,,4539,162.1071429,,,,,61,52,30,0.1,0.7,0.4,28,0.6,1,463.3,9.1,15.4,511.1,5.4,29,94,30,214.9,2.3,10032.1,106.7,3348.2,68.3,115.5,4268.2,83.7,142.3,29,0,7,7.87,7,2,13.27147581
20150313,6,79,4648,4,,412,,1480,211.4285714,,4951,176.8214286,79,137,21,1.9,65,52,40,0.1,0.9,0.5,28,0.6,1,463.3,9.1,15.4,511.1,5.4,29,94,30,214.9,2.3,10032.1,106.7,3348.2,68.3,115.5,4268.2,83.7,142.3,29,0,8,6.78,5,4,16.10569018
20150314,6,39,2156,16,9,218,,1698,242.5714286,,5169,184.6071429,40,73,25,1.8,52,31,44,0.2,1.2,0.6,28,0.6,1,463.3,9.1,15.4,511.1,5.4,29,94,30,214.9,2.3,10032.1,106.7,3348.2,68.3,115.5,4268.2,83.7,142.3,29,0,9,5.91,6,2,11.65487664
20150315,6,94,10032,511,215,,,1698,242.5714286,,5169,184.6071429,,,31,,68,60,43,0.5,1.3,0.5,28,0.6,1,463.3,9.1,15.4,511.1,5.4,29,94,30,214.9,2.3,10032.1,106.7,3348.2,68.3,115.5,4268.2,83.7,142.3,29,1,10,5.28,6,7,13.76059472
20150316,6,,,,,,,1293,184.7142857,,4690,167.5,,,,,64,60,41,0.5,1,0.5,26.2,0.5,0.9,334.1,7,12.9,360.3,3.8,28,96,26,137.3,1.4,10104.8,105.3,3327.7,64,118.8,3883.3,80.9,149.4,30,0,0,5.31,8,9,10.86995228
20150317,6,46,2847,285,16,320,,970,138.5714286,,4394,156.9285714,47,79,24,1.5,65,75,47,0.6,0.9,0.6,26.2,0.5,0.9,334.1,7,12.9,360.3,3.8,28,96,26,137.3,1.4,10104.8,105.3,3327.7,64,118.8,3883.3,80.9,149.4,30,0,1,5.46,5,4,15.66800396
20150318,6,,,,,,,950,135.7142857,,4394,156.9285714,,,,,49,50,48,0.9,0.8,0.6,26.2,0.5,0.9,334.1,7,12.9,360.3,3.8,28,96,26,137.3,1.4,10104.8,105.3,3327.7,64,118.8,3883.3,80.9,149.4,30,0,2,5.83,7,5,12.60843839
20150319,6,80,4596,79,11,487,,1437,205.2857143,,4527,161.6785714,81,268,26,1.7,57,55,48,0.9,1,0.6,26.2,0.5,0.9,334.1,7,12.9,360.3,3.8,28,96,26,137.3,1.4,10104.8,105.3,3327.7,64,118.8,3883.3,80.9,149.4,30,0,3,6.55,6,4,16.47875241
20150320,6,51,2632,10,,266,,1291,184.4285714,,4566,163.0714286,52,86,22,1.9,61,55,26,0.4,0.9,0.7,26.2,0.5,0.9,334.1,7,12.9,360.3,3.8,28,96,26,137.3,1.4,10104.8,105.3,3327.7,64,118.8,3883.3,80.9,149.4,30,0,4,6.21,6,3,14.40830708
20150321,6,96,10105,360,137,,,1073,153.2857143,,4566,163.0714286,,,32,,77,75,41,0.5,1,0.9,26.2,0.5,0.9,334.1,7,12.9,360.3,3.8,28,96,26,137.3,1.4,10104.8,105.3,3327.7,64,118.8,3883.3,80.9,149.4,30,1,5,6.17,4,2,11.30930904
20150322,6,,,,,,,1073,153.2857143,,4566,163.0714286,,,,,77,75,35,0.3,0.8,0.7,27.3,0.5,1.2,304.5,6.2,13.2,331.8,3.5,22,96,23,186.7,1.9,9619.6,100.2,2503.4,49.1,113.8,3459.1,70.6,150.4,31,0,0,5.11,8,1,12.73776187
20150323,6,,,,,,,1073,153.2857143,,4566,163.0714286,,,,,70,75,38,0.3,0.8,0.7,27.3,0.5,1.2,304.5,6.2,13.2,331.8,3.5,22,96,23,186.7,1.9,9619.6,100.2,2503.4,49.1,113.8,3459.1,70.6,150.4,31,0,1,5.58,3,7,13.02479887
20150324,6,63,5374,58,,648,,1401,200.1428571,,4554,162.6428571,64,333,23,1,69,74,41,0.3,0.9,0.6,27.3,0.5,1.2,304.5,6.2,13.2,331.8,3.5,22,96,23,186.7,1.9,9619.6,100.2,2503.4,49.1,113.8,3459.1,70.6,150.4,31,0,2,6.67,9,5,9.810206963
20150325,6,,,,,,,1401,200.1428571,,4554,162.6428571,,,,,66,74,37,0.3,0.9,0.6,27.3,0.5,1.2,304.5,6.2,13.2,331.8,3.5,22,96,23,186.7,1.9,9619.6,100.2,2503.4,49.1,113.8,3459.1,70.6,150.4,31,0,3,5.78,1,5,14.09768112
20150326,6,69,4709,38,,490,,1404,200.5714286,,4587,163.8214286,70,227,24,1.4,74,76,21,0.1,0.9,0.5,27.3,0.5,1.2,304.5,6.2,13.2,331.8,3.5,22,96,23,186.7,1.9,9619.6,100.2,2503.4,49.1,113.8,3459.1,70.6,150.4,31,0,4,6.63,5,3,8.9130509
20150327,6,72,6865,210,72,659,,1797,256.7142857,,5009,178.8928571,72,253,27,1.1,77,88,34,0.2,1,0.7,27.3,0.5,1.2,304.5,6.2,13.2,331.8,3.5,22,96,23,186.7,1.9,9619.6,100.2,2503.4,49.1,113.8,3459.1,70.6,150.4,31,0,5,5.78,6,4,13.67266877
20150328,6,,,,,,,1797,256.7142857,,5009,178.8928571,,,,,74,87,36,0.2,0.8,0.6,27.3,0.5,1.2,304.5,6.2,13.2,331.8,3.5,22,96,23,186.7,1.9,9619.6,100.2,2503.4,49.1,113.8,3459.1,70.6,150.4,31,0,6,6.77,5,1,8.308141735
20150329,6,,,,,,,1797,256.7142857,,5009,178.8928571,,,,,58,58,31,0.2,0.8,0.6,27.3,0.5,1.2,304.5,6.2,13.2,331.8,3.5,22,96,23,186.7,1.9,9619.6,100.2,2503.4,49.1,113.8,3459.1,70.6,150.4,31,0,7,5.18,3,8,12.89153101
20150330,6,56,4594,7,,419,,2216,316.5714286,,5210,186.0714286,57,153,21,1.4,65,59,39,0.2,1,0.6,27.3,0.5,1.2,304.5,6.2,13.2,331.8,3.5,22,96,23,186.7,1.9,9619.6,100.2,2503.4,49.1,113.8,3459.1,70.6,150.4,31,0,8,6.38,7,2,13.12031121
20150331,6,70,5146,33,5,525,,2093,299,,5512,196.8571429,70,267,24,1.3,69,44,38,0.3,1,0.5,27.3,0.5,1.2,304.5,6.2,13.2,331.8,3.5,22,96,23,186.7,1.9,9619.6,100.2,2503.4,49.1,113.8,3459.1,70.6,150.4,31,0,9,6.31,8,2,11.71176325
20150401,6,77,5462,85,12,541,,2634,376.2857143,,6053,216.1785714,77,256,26,1.4,77,49,31,0.1,1.4,0.7,27.3,0.5,1.2,304.5,6.2,13.2,331.8,3.5,22,96,23,186.7,1.9,9619.6,100.2,2503.4,49.1,113.8,3459.1,70.6,150.4,31,0,10,7.53,6,9,15.18301379
20150402,6,,,,,,,2144,306.2857143,,6053,216.1785714,,,,,70,45,34,0.2,1,0.6,27.3,0.5,1.2,304.5,6.2,13.2,331.8,3.5,22,96,23,186.7,1.9,9619.6,100.2,2503.4,49.1,113.8,3459.1,70.6,150.4,31,0,11,5.71,9,3,10.51918861
20150403,6,72,3739,12,,421,,1906,272.2857143,,6474,231.2142857,73,118,24,1.7,72,45,41,0.2,1,0.6,27.3,0.5,1.2,304.5,6.2,13.2,331.8,3.5,22,96,23,186.7,1.9,9619.6,100.2,2503.4,49.1,113.8,3459.1,70.6,150.4,31,0,12,6.83,8,8,12.11502967
20150404,6,58,2544,13,,266,,2172,310.2857143,,6740,240.7142857,58,98,23,2.2,60,25,44,0.3,1.3,0.7,27.3,0.5,1.2,304.5,6.2,13.2,331.8,3.5,22,96,23,186.7,1.9,9619.6,100.2,2503.4,49.1,113.8,3459.1,70.6,150.4,31,0,13,7.07,7,8,8.857472833
20150405,6,96,9620,332,187,,,2172,310.2857143,,6740,240.7142857,,,32,,75,44,44,0.6,1.5,0.6,27.3,0.5,1.2,304.5,6.2,13.2,331.8,3.5,22,96,23,186.7,1.9,9619.6,100.2,2503.4,49.1,113.8,3459.1,70.6,150.4,31,1,14,4.3,5,8,16.35141839
20150406,6,,,,,,,1753,250.4285714,,6335,226.25,,,,,75,44,33,0.5,1.1,0.6,34.5,0.8,1.6,281.2,4.8,9.1,320,3.4,22,94,31,154.9,1.6,10088,107.3,2785.7,67.9,126.6,4481.5,76,144.6,32,0,0,6.09,6,4,11.37812726
20150407,6,,,,,,,1228,175.4285714,,5692,203.2857143,,,,,67,41,37,0.5,0.8,0.5,34.5,0.8,1.6,281.2,4.8,9.1,320,3.4,22,94,31,154.9,1.6,10088,107.3,2785.7,67.9,126.6,4481.5,76,144.6,32,0,1,6.09,3,7,15.21355029
20150408,6,80,5536,14,,542,,1229,175.5714286,,6214,221.9285714,81,229,22,1.5,75,42,37,0.5,0.8,0.4,34.5,0.8,1.6,281.2,4.8,9.1,320,3.4,22,94,31,154.9,1.6,10088,107.3,2785.7,67.9,126.6,4481.5,76,144.6,32,0,2,3.85,5,8,12.21176943
20150409,6,94,6801,55,21,651,,1880,268.5714286,,6865,245.1785714,95,261,27,1.5,79,43,44,0.5,1.1,0.5,34.5,0.8,1.6,281.2,4.8,9.1,320,3.4,22,94,31,154.9,1.6,10088,107.3,2785.7,67.9,126.6,4481.5,76,144.6,32,0,3,6.19,4,3,13.87330561
20150410,6,,,,,,,1459,208.4285714,,6453,230.4642857,,,,,68,31,28,0.1,0.9,0.5,34.5,0.8,1.6,281.2,4.8,9.1,320,3.4,22,94,31,154.9,1.6,10088,107.3,2785.7,67.9,126.6,4481.5,76,144.6,32,0,4,6.1,5,9,12.88877191
20150411,6,80,2921,,,276,,1469,209.8571429,,6511,232.5357143,81,55,19,2.9,73,31,33,0.1,0.9,0.5,34.5,0.8,1.6,281.2,4.8,9.1,320,3.4,22,94,31,154.9,1.6,10088,107.3,2785.7,67.9,126.6,4481.5,76,144.6,32,0,5,7.18,2,6,15.35295231
20150412,6,49,3306,,,319,,1788,255.4285714,,6830,243.9285714,50,91,21,1.6,78,31,37,0.1,0.9,0.5,34.5,0.8,1.6,281.2,4.8,9.1,320,3.4,22,94,31,154.9,1.6,10088,107.3,2785.7,67.9,126.6,4481.5,76,144.6,32,0,6,6.74,6,7,12.41453158
20150413,6,94,10088,320,155,,,1788,255.4285714,,6830,243.9285714,,,29,,86,48,42,0.4,1.1,0.5,34.5,0.8,1.6,281.2,4.8,9.1,320,3.4,22,94,31,154.9,1.6,10088,107.3,2785.7,67.9,126.6,4481.5,76,144.6,32,1,7,4.96,3,4,14.29963703
20150414,6,,,,,,,1788,255.4285714,,6510,232.5,,,,,78,46,33,0.4,1.1,0.5,47.4,1.2,2.2,514.2,8.6,16.1,634.2,6.8,22,93,32,368.8,4,10461.9,112.5,2711.1,67.8,123.2,4773.5,79.6,149.2,33,0,0,6.83,8,7,13.16554321
20150415,6,61,3394,,,336,,1582,226,,6846,244.5,62,122,19,1.8,75,42,41,0.4,1,0.4,47.4,1.2,2.2,514.2,8.6,16.1,634.2,6.8,22,93,32,368.8,4,10461.9,112.5,2711.1,67.8,123.2,4773.5,79.6,149.2,33,0,1,4.62,2,1,14.49318031
20150416,6,,,,,,,931,133,,6359,227.1071429,,,,,75,42,35,0.4,0.8,0.4,47.4,1.2,2.2,514.2,8.6,16.1,634.2,6.8,22,93,32,368.8,4,10461.9,112.5,2711.1,67.8,123.2,4773.5,79.6,149.2,33,0,2,4.89,2,9,17.83397918
20150417,6,86,5481,14,9,529,,1460,208.5714286,,6622,236.5,87,182,25,1.6,78,42,38,0.4,1,0.4,47.4,1.2,2.2,514.2,8.6,16.1,634.2,6.8,22,93,32,368.8,4,10461.9,112.5,2711.1,67.8,123.2,4773.5,79.6,149.2,33,0,3,4.36,3,6,13.52376989
20150418,6,,,,,,,1184,169.1428571,,6622,236.5,,,,,74,41,19,,0.9,0.4,47.4,1.2,2.2,514.2,8.6,16.1,634.2,6.8,22,93,32,368.8,4,10461.9,112.5,2711.1,67.8,123.2,4773.5,79.6,149.2,33,0,4,5.23,8,1,9.951686219
20150419,6,,,,,,,865,123.5714286,,6622,236.5,,,,,59,23,24,,0.7,0.4,47.4,1.2,2.2,514.2,8.6,16.1,634.2,6.8,22,93,32,368.8,4,10461.9,112.5,2711.1,67.8,123.2,4773.5,79.6,149.2,33,1,5,7.18,8,5,10.9352875
20150420,6,,,,,,,865,123.5714286,,6622,236.5,,,,,59,23,15,,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,34,0,0,6.08,1,1,15.42293847
20150421,6,,,,,,,865,123.5714286,,5974,213.3571429,,,,,59,23,15,,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,34,0,1,5.98,6,8,14.124552
20150422,6,,,,,,,529,75.57142857,,5974,213.3571429,,,,,50,22,,,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,34,0,2,4.82,4,7,14.76716085
20150423,6,,,,,,,529,75.57142857,,5484,195.8571429,,,,,39,19,,,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,34,0,3,5.18,1,1,16.59326396
20150424,6,,,,,,,0,,,4825,172.3214286,,,,,39,19,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,4,6.66,5,1,12.62072771
20150425,6,,,,,,,0,,,4825,172.3214286,,,,,35,19,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,5,7.31,4,6,15.86556991
20150426,6,,,,,,,0,,,4825,172.3214286,,,,,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,6,5.95,7,6,14.67093636
20150427,6,,,,,,,0,,,4406,157.3571429,,,,,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,7,7.84,9,9,13.20438885
20150428,6,81,5899,27,,572,,572,81.71428571,,4453,159.0357143,81,225,23,1.4,23,2,40,0.7,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,34,0,8,6.29,3,9,10.35230354
20150429,6,,,,,,,572,81.71428571,,3912,139.7142857,,,,,18,2,52,0.7,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,34,0,9,4.38,9,7,12.80079751
20150430,6,77,3536,32,18,345,,917,131,,4257,152.0357143,78,103,28,2.3,23,4,63,0.8,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,34,0,10,4,1,6,14.73793887
20150501,6,,,,,,,917,131,,3836,137,,,,,15,3,100,1,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,34,0,11,4.11,4,1,16.27116002
20150502,6,,,,,,,917,131,,3570,127.5,,,,,15,3,100,1,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,34,0,12,6.73,1,1,10.8528409
20150503,6,,,,,,,917,131,,3570,127.5,,,,,15,3,37,0.5,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,34,0,13,4.66,4,6,12.44779493
20150504,6,,,,,,,917,131,,3570,127.5,,,,,15,3,37,0.5,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,34,0,14,5.41,4,6,11.78829996
20150505,6,105,6261,67,19,629,,974,139.1428571,,4199,149.9642857,105,239,27,1.7,25,7,40,0.5,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,34,0,15,6.18,1,9,17.06120772
20150506,6,,,,,,,974,139.1428571,,3657,130.6071429,,,,,25,7,40,0.5,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,34,0,16,7.03,3,1,17.1403582
20150507,6,87,4645,204,82,457,,1086,155.1428571,,3463,123.6785714,88,254,28,1.9,32,18,54,0.8,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,34,0,17,6.57,9,8,13.52516717
20150508,6,,,,,,,1086,155.1428571,,3463,123.6785714,,,,,32,18,54,0.8,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,34,0,18,5.28,4,8,11.34907331
