date,ID,Day,T.T_TIME,T.TOTAL_DISTANCE,T.HIGH_INTENSITY_DISTANCE,T.SPRINT_DISTANCE,T.PLAYER_LOAD,T.HEART_RATE_EXERTION,T.ACC_DEC_LOAD,T.PEAK_SPEED,T.HRE_PL_LOAD,T.VOLUME_STATUS,T.INTENSITY_STATUS,T.VOLUME_RATIO,T.INTENSITY_RATIO,T.MONOTONY_VOLUME,T.MONOTONY_INTENSITY,G.HI_IP_m,G.HI_IP_m.pc,G.HI_IP_m.min,G.HI_OP_m,G.HI_OP_m.pc,G.HI_OP_m.min,G.HID_m,G.HID_m.min,G.IP_mins,G.MINS,G.OP_mins,G.SPR_m,G.SPR_m.min,G.TD_m,G.TD_m.min,G.TD_IP_m,G.TD_IP_m.pc,G.TD_IP_m.min,G.TD_OP_m,G.TD_OP_m.pc,G.TD_OP_m.min,matchPeriods,GameYN,NDs,sleep,muscleSoreness,pExertion,wellbeing
20140804,4,36,59,4255,23,,512,60,225,23,1.2,43,86,28,,1,0.5,,,,,,,,,,,,,,,,,,,,,,0,0,35,6.95,2,6,11.42488598
20140805,4,37,,,,,,,,,,37,85,32,,0.8,0.4,,,,,,,,,,,,,,,,,,,,,,0,0,36,5.18,1,5,10.97001834
20140806,4,38,,,,,,,,,,37,85,16,,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,0,0,37,5.3,1,6,13.80132684
20140807,4,39,,,,,,,,,,28,45,21,,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,0,0,38,5.19,6,7,13.99494736
20140808,4,40,133,9873,21,,1089,,333,24,,37,30,54,0.1,0.5,0.6,,,,,,,,,,,,,,,,,,,,,,0,0,39,6.12,9,4,12.89563198
20140809,4,41,82,5797,630,457,681,148,276,28,2.2,45,56,49,0.5,0.7,0.4,,,,,,,,,,,,,,,,,,,,,,0,0,40,4.76,4,2,12.53015858
20140810,4,42,,,,,,,,,,45,56,49,0.5,0.7,0.4,,,,,,,,,,,,,,,,,,,,,,0,0,41,4.45,4,9,15.60992381
20140811,4,43,,,,,,,,,,45,56,49,0.5,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,0,0,42,4.96,3,6,12.59030848
20140812,4,44,80,4631,48,7,525,81,135,25,1.5,48,51,60,0.5,0.7,0.4,,,,,,,,,,,,,,,,,,,,,,0,0,43,5.25,5,6,12.82010895
20140813,4,45,73,6871,189,,760,124,230,24,1.6,50,36,49,0.9,1,0.5,,,,,,,,,,,,,,,,,,,,,,0,0,44,6.25,6,2,12.80971696
20140814,4,46,,,,,,,,,,50,36,32,0.3,1,0.5,,,,,,,,,,,,,,,,,,,,,,0,0,45,5.88,8,6,12.64348969
20140815,4,47,81,5751,117,25,737,131,309,25,1.8,53,41,46,0.3,1,0.6,,,,,,,,,,,,,,,,,,,,,,0,0,46,5.27,2,1,14.10505489
20140816,4,48,,,,,,,,,,53,41,46,0.3,0.8,0.7,,,,,,,,,,,,,,,,,,,,,,0,0,47,5.45,4,3,10.51932693
20140817,4,49,,,,,,,,,,53,41,34,0.3,0.8,0.7,,,,,,,,,,,,,,,,,,,,,,0,1,48,6.08,1,8,14.09934329
20140818,4,50,50,4469,36,,504,99,287,23,2,53,41,27,0.1,1,0.8,,,,,,,,,,,,,,,,,,,,,,1,0,0,4.57,9,6,11.7743296
20140819,4,51,69,5413,4,,606,120,263,21,2,61,42,37,0.2,1,0.7,,,,,,,,,,,,,,,,,,,,,,1,0,1,8.12,1,8,14.19599011
20140820,4,52,,,,,,,,,,61,42,23,,0.8,0.5,,,,,,,,,,,,,,,,,,,,,,1,0,2,5.9,4,6,14.65509503
20140821,4,53,94,7087,557,283,806,121,409,27,1.5,71,64,34,0.4,1,0.5,,,,,,,,,,,,,,,,,,,,,,1,0,3,6.15,6,3,14.68957014
20140822,4,54,,,,,,,,,,57,63,42,0.4,0.8,0.4,,,,,,,,,,,,,,,,,,,,,,1,0,4,5.24,5,8,11.14812041
20140823,4,55,,,,,,,,,,48,38,37,0.6,0.8,0.4,,,,,,,,,,,,,,,,,,,,,,1,1,5,5.63,4,5,15.7912489
20140824,4,56,,,,,,,,,,48,38,21,0.6,0.8,0.4,,,,,,,,,,,,,,,,,,,,,,2,0,0,4.41,9,9,11.53218932
20140825,4,57,90,5464,22,,652,120,242,23,1.8,56,39,32,0.6,0.8,0.4,,,,,,,,,,,,,,,,,,,,,,2,0,1,4.34,8,5,11.78590024
20140826,4,58,,,,,,,,,,50,37,16,,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,2,0,2,7.1,7,8,12.5816847
20140827,4,59,,,,,,,,,,40,29,19,,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,2,0,3,6.6,6,6,15.78220761
20140828,4,60,73,5365,14,,628,155,233,22,2.5,47,30,32,,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,2,0,4,5.79,2,7,14.14100931
20140829,4,61,87,5792,23,13,682,88,132,26,1.3,47,26,49,0.1,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,2,0,5,7.32,5,9,12.68491003
20140830,4,62,,,,,,,,,,47,26,33,0.1,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,2,1,6,5.33,9,2,12.71538657
20140831,4,63,,,,,,,,,,47,26,33,0.1,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,3,0,0,5.59,5,6,14.30830389
20140901,4,64,,,,,,,,,,41,25,38,0.1,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,3,0,1,6.36,6,2,13.84230276
20140902,4,65,92,7010,643,337,863,173,569,28,2,43,50,42,0.5,0.8,0.4,,,,,,,,,,,,,,,,,,,,,,3,0,2,4.39,3,7,13.44543638
20140903,4,66,60,3000,,,300,100,50,16,3.3,48,50,30,0.5,1,0.4,,,,,,,,,,,,,,,,,,,,,,3,0,3,5.44,8,6,14.42777847
20140904,4,67,80,4506,11,7,587,120,228,24,2,44,28,47,0.9,1,0.4,,,,,,,,,,,,,,,,,,,,,,3,0,4,6.48,6,9,13.07735511
20140905,4,68,,,,,,,,,,44,28,47,0.9,0.7,0.4,,,,,,,,,,,,,,,,,,,,,,3,0,5,6.72,7,9,10.37685557
20140906,4,69,,,,,,,,,,44,28,47,0.9,0.7,0.4,,,,,,,,,,,,,,,,,,,,,,3,0,6,5.83,8,5,11.76249522
20140907,4,70,,,,,,,,,,44,28,24,,0.7,0.4,,,,,,,,,,,,,,,,,,,,,,3,0,7,6.5,7,3,14.07475677
20140908,4,71,61,5882,59,12,670,133,296,26,2,45,30,33,0.1,1,0.4,,,,,,,,,,,,,,,,,,,,,,3,0,8,4.79,6,6,14.82751111
20140909,4,72,91,7502,420,302,894,160,326,30,1.8,55,46,34,0.4,1,0.4,,,,,,,,,,,,,,,,,,,,,,3,0,9,5.73,5,9,12.53643904
20140910,4,73,,,,,,,,,,55,46,34,0.4,0.8,0.4,,,,,,,,,,,,,,,,,,,,,,3,0,10,5.9,2,8,16.05000692
20140911,4,74,70,6364,82,24,806,175,377,27,2.2,57,49,49,0.5,0.8,0.5,,,,,,,,,,,,,,,,,,,,,,3,0,11,6.54,2,8,10.62108481
20140912,4,75,51,3584,11,,470,89,164,22,1.9,54,49,62,0.5,1,0.5,,,,,,,,,,,,,,,,,,,,,,3,0,12,6.81,3,6,12.60880368
20140913,4,76,,,,,,,,,,54,49,46,0.4,1,0.5,,,,,,,,,,,,,,,,,,,,,,3,1,13,6.12,1,5,13.18119946
20140914,4,77,,,,,,,,,,54,49,26,0.1,1,0.5,,,,,,,,,,,,,,,,,,,,,,4,0,0,5.53,6,2,14.50693387
20140915,4,78,53,3793,7,,543,108,189,22,2,59,49,33,0.1,1,0.5,,,,,,,,,,,,,,,,,,,,,,4,0,1,5.55,6,9,14.17124228
20140916,4,79,,,,,,,,,,49,23,21,,0.8,0.5,,,,,,,,,,,,,,,,,,,,,,4,0,2,6.81,2,5,18.27244562
20140917,4,80,,,,,,,,,,45,23,12,,0.8,0.5,,,,,,,,,,,,,,,,,,,,,,4,0,3,6.52,5,8,11.67004483
20140918,4,81,79,5832,148,44,690,158,316,26,2.3,47,29,29,0.2,0.8,0.4,,,,,,,,,,,,,,,,,,,,,,4,0,4,5.98,9,9,13.53396674
20140919,4,82,58,4080,6,,538,83,276,21,1.5,52,29,37,0.2,0.8,0.4,,,,,,,,,,,,,,,,,,,,,,4,0,5,5.36,2,9,15.10098959
20140920,4,83,,,,,,,,,,52,29,27,0.2,0.8,0.4,,,,,,,,,,,,,,,,,,,,,,4,1,6,5.82,2,8,16.19466989
20140921,4,84,,,,,,,,,,52,29,27,0.2,0.8,0.4,,,,,,,,,,,,,,,,,,,,,,5,0,0,4.31,6,6,12.64695976
20140922,4,85,58,5068,114,17,642,126,199,25,2,51,31,41,0.3,0.8,0.6,,,,,,,,,,,,,,,,,,,,,,5,0,1,5.11,8,5,14.93375935
20140923,4,86,67,5967,150,21,646,67,299,25,1,49,21,44,0.5,1,0.8,,,,,,,,,,,,,,,,,,,,,,5,0,2,7.62,4,4,16.40444551
20140924,4,87,,,,,,,,,,49,21,32,0.5,1,0.8,,,,,,,,,,,,,,,,,,,,,,5,0,3,6.14,9,2,8.84722933
20140925,4,88,92,7052,26,7,837,288,354,25,3.4,50,18,51,0.6,1,0.7,,,,,,,,,,,,,,,,,,,,,,5,0,4,9.06,4,8,15.5070337
20140926,4,89,,,,,,,,,,45,18,57,0.6,0.8,0.7,,,,,,,,,,,,,,,,,,,,,,5,0,5,6.89,4,1,11.56499605
20140927,4,90,101,8324,393,185,991,282,563,29,2.8,57,34,53,0.7,1,0.7,,,,,,,,,,,,,,,,,,,,,,5,0,6,7.8,2,8,15.78186445
20140928,4,91,90,7334,209,69,792,,373,28,,67,42,48,0.6,1.4,0.9,,,,,,,,,,,,,,,,,,,,,,5,0,7,5.28,2,2,15.0664119
20140929,4,92,,,,,,,,,,62,42,52,0.6,1.1,0.7,,,,,,,,,,,,,,,,,,,,,,5,1,8,4.44,5,1,14.61247838
20140930,4,93,90,8729,388,149,944,,357,28,,74,57,47,0.7,1.1,0.8,,,,,,,,,,,,,,,,,,,,,,6,0,0,5.41,7,8,13.64046821
20141001,4,94,,,,,,,,,,74,57,47,0.7,1.1,0.8,,,,,,,,,,,,,,,,,,,,,,6,0,1,4.63,9,5,11.29758482
20141002,4,95,79,7017,173,14,763,79,308,25,1,76,58,43,0.5,1.1,0.9,,,,,,,,,,,,,,,,,,,,,,6,0,2,4.71,1,5,16.11597019
20141003,4,96,54,5039,68,13,597,55,266,25,0.9,77,60,38,0.4,1.4,1.1,,,,,,,,,,,,,,,,,,,,,,6,0,3,7.41,5,4,13.36278591
20141004,4,97,,,,,,,,,,77,60,38,0.4,1,0.8,,,,,,,,,,,,,,,,,,,,,,6,1,4,7.09,9,9,12.99843977
20141005,4,98,,,,,,,,,,77,60,22,0.2,0.8,0.6,,,,,,,,,,,,,,,,,,,,,,7,0,0,6.37,6,5,14.3981691
20141006,4,99,60,3832,8,4,414,102,187,24,2.5,75,56,30,0.2,1,0.6,,,,,,,,,,,,,,,,,,,,,,7,0,1,6.05,7,4,13.97050585
20141007,4,100,75,11452,331,166,1163,117,454,30,1,83,63,35,0.3,0.9,0.7,,,,,,,,,,,,,,,,,,,,,,7,0,2,5.41,7,9,8.609432235
20141008,4,101,,,,,,,,,,83,63,26,0.2,0.9,0.7,,,,,,,,,,,,,,,,,,,,,,7,0,3,6.32,7,3,11.98112449
20141009,4,102,79,7647,198,84,828,131,401,28,1.6,84,70,39,0.3,0.9,0.7,,,,,,,,,,,,,,,,,,,,,,7,0,4,6.75,5,2,15.37699962
20141010,4,103,,,,,,,,,,84,70,39,0.3,0.7,0.6,,,,,,,,,,,,,,,,,,,,,,7,0,5,5.41,6,2,10.0821066
20141011,4,104,,,,,,,,,,72,55,37,0.4,0.7,0.6,,,,,,,,,,,,,,,,,,,,,,7,0,6,3.64,3,4,14.78518875
20141012,4,105,,,,,,,,,,62,46,17,0.2,0.7,0.6,,,,,,,,,,,,,,,,,,,,,,7,0,7,4.22,1,8,14.99804381
20141013,4,106,75,5964,42,,736,160,322,22,2.2,70,48,27,0.2,0.8,0.6,,,,,,,,,,,,,,,,,,,,,,7,0,8,5.31,1,8,15.7917273
20141014,4,107,98,6718,134,11,832,171,482,24,2.1,67,38,27,0.2,0.8,0.7,,,,,,,,,,,,,,,,,,,,,,7,0,9,7.87,3,9,12.79422611
20141015,4,108,,,,,,,,,,67,38,27,0.2,0.8,0.7,,,,,,,,,,,,,,,,,,,,,,7,0,10,7.7,8,8,9.941934421
20141016,4,109,78,6227,100,24,677,137,421,26,2,66,35,40,0.3,0.8,0.7,,,,,,,,,,,,,,,,,,,,,,7,0,11,6.85,4,9,16.55517251
20141017,4,110,58,3786,26,,435,77,201,23,1.8,64,33,50,0.4,1,0.8,,,,,,,,,,,,,,,,,,,,,,7,0,12,8.46,8,5,7.744104849
20141018,4,111,,,,,,,,,,64,33,37,0.3,1,0.8,,,,,,,,,,,,,,,,,,,,,,7,1,13,7.99,3,4,13.68023155
20141019,4,112,45,3000,,,300,100,150,20,3.3,69,33,27,0.2,1.3,0.8,,,,,,,,,,,,,,,,,,,,,,8,0,0,5.35,9,1,10.9024912
20141020,4,113,90,11584,800,345,,,,30,,80,65,44,0.6,1.1,0.5,,,,,,,,,,,,,,,,,,,,,,8,0,1,6.07,6,4,13.06474738
20141021,4,114,,,,,,,,,,64,52,41,0.6,0.8,0.4,,,,,,,,,,,,,,,,,,,,,,8,0,2,4.74,9,7,9.97515013
20141022,4,115,82,7128,183,30,782,83,266,27,1.1,74,59,42,0.7,1.1,0.5,,,,,,,,,,,,,,,,,,,,,,8,0,3,6.48,2,6,15.37956601
20141023,4,116,,,,,,,,,,63,51,49,0.8,0.8,0.5,,,,,,,,,,,,,,,,,,,,,,8,0,4,5.75,3,6,14.5570109
20141024,4,117,63,5755,101,,672,123,326,23,1.8,71,55,49,0.8,0.9,0.5,,,,,,,,,,,,,,,,,,,,,,8,0,5,6.27,8,2,13.7488806
20141025,4,118,50,3086,52,21,384,50,179,26,1.3,75,57,30,0.2,1.1,0.6,,,,,,,,,,,,,,,,,,,,,,8,0,6,6.85,2,5,15.08649269
20141026,4,119,,,,,,,,,,75,57,30,0.2,0.9,0.6,,,,,,,,,,,,,,,,,,,,,,8,1,7,5.74,1,7,15.3471914
20141027,4,120,70,4530,68,,623,70,259,23,1.1,73,58,26,0.2,1,0.8,88.1,2.6,4.6,407.6,6.2,11.3,533.9,5.3,19,100,36,132.8,1.3,11790.7,117.9,2541.7,74.8,133.8,6043.4,91.6,167.9,9,0,0,7.68,2,3,13.08714855
20141028,4,121,57,3794,33,,486,93,199,23,1.9,69,54,35,0.2,1.3,1,88.1,2.6,4.6,407.6,6.2,11.3,533.9,5.3,19,100,36,132.8,1.3,11790.7,117.9,2541.7,74.8,133.8,6043.4,91.6,167.9,9,1,1,5.25,3,6,13.83681031
20141029,4,122,100,11791,534,133,,,,31,,86,75,38,0.4,1,0.6,,,,,,,,,,,,,,,,,,,,,,10,0,0,5.52,5,5,18.07689648
20141030,4,123,,,,,,,,,,77,71,37,0.4,1,0.6,,,,,,,,,,,,,,,,,,,,,,10,0,1,5.51,1,5,20.2344247
20141031,4,124,68,3410,16,,397,96,152,22,2.4,76,71,44,0.4,1,0.5,,,,,,,,,,,,,,,,,,,,,,10,0,2,5.31,8,6,10.2900297
20141101,4,125,,,,,,,,,,76,71,35,0.3,0.8,0.5,,,,,,,,,,,,,,,,,,,,,,10,1,3,6.05,3,2,14.42438836
20141102,4,126,,,,,,,,,,72,71,30,0.3,0.8,0.5,21,0.5,10.5,45.1,0.8,11.3,79.9,,2,11,4,31.5,,1546.2,,358.6,8,179.3,757.2,13.8,189.3,11,0,0,5.29,2,1,15.58827279
20141103,4,127,,,,,,,,,,56,39,9,,0.6,0.4,21,0.5,10.5,45.1,0.8,11.3,79.9,,2,11,4,31.5,,1546.2,,358.6,8,179.3,757.2,13.8,189.3,11,0,1,5.95,6,8,10.25249258
20141104,4,128,71,6318,25,,710,144,285,24,2,65,40,21,,0.7,0.4,21,0.5,10.5,45.1,0.8,11.3,79.9,,2,11,4,31.5,,1546.2,,358.6,8,179.3,757.2,13.8,189.3,11,0,2,4.34,3,9,13.87172714
20141105,4,129,87,6613,322,108,784,87,472,26,1.1,64,46,29,0.3,0.8,0.4,21,0.5,10.5,45.1,0.8,11.3,79.9,,2,11,4,31.5,,1546.2,,358.6,8,179.3,757.2,13.8,189.3,11,0,3,5.28,1,5,16.21823809
20141106,4,130,,,,,,,,,,64,46,29,0.3,0.8,0.4,21,0.5,10.5,45.1,0.8,11.3,79.9,,2,11,4,31.5,,1546.2,,358.6,8,179.3,757.2,13.8,189.3,11,0,4,6.16,9,3,11.26145285
20141107,4,131,82,5259,98,43,612,83,320,28,1.3,63,46,41,0.4,0.8,0.5,21,0.5,10.5,45.1,0.8,11.3,79.9,,2,11,4,31.5,,1546.2,,358.6,8,179.3,757.2,13.8,189.3,11,0,5,4.22,8,4,11.7238695
20141108,4,132,51,4115,49,8,471,73,181,25,1.6,65,45,49,0.4,1,0.6,21,0.5,10.5,45.1,0.8,11.3,79.9,,2,11,4,31.5,,1546.2,,358.6,8,179.3,757.2,13.8,189.3,11,0,6,8.66,3,8,15.64999808
20141109,4,133,21,3546,480,132,,,,28,,70,65,40,0.6,1.3,0.7,21,0.5,10.5,45.1,0.8,11.3,79.9,,2,11,4,31.5,,1546.2,,358.6,8,179.3,757.2,13.8,189.3,11,1,7,5.81,9,6,13.3771317
20141110,4,134,,,,,,,,,,63,62,29,0.4,1.3,0.7,83.1,1.5,9.2,100.3,2.2,14.3,190.9,,9,33,7,122.6,,4102.2,,1472.5,27.3,163.6,1360.9,29.6,194.4,12,0,0,7.22,2,2,16.99639473
20141111,4,135,90,7935,239,137,810,99,401,28,1.2,69,70,43,0.5,1.3,0.9,83.1,1.5,9.2,100.3,2.2,14.3,190.9,,9,33,7,122.6,,4102.2,,1472.5,27.3,163.6,1360.9,29.6,194.4,12,0,1,6.08,2,6,15.28747514
20141112,4,136,45,2500,,,,,,20,,56,49,46,0.6,1.2,0.7,83.1,1.5,9.2,100.3,2.2,14.3,190.9,,9,33,7,122.6,,4102.2,,1472.5,27.3,163.6,1360.9,29.6,194.4,12,0,2,7.17,5,4,10.61082832
20141113,4,137,75,8000,400,100,,,,30,,67,65,46,0.7,1.6,0.9,83.1,1.5,9.2,100.3,2.2,14.3,190.9,,9,33,7,122.6,,4102.2,,1472.5,27.3,163.6,1360.9,29.6,194.4,12,0,3,5.12,3,5,14.12194744
20141114,4,138,,,,,,,,,,63,64,42,0.4,1.1,0.8,83.1,1.5,9.2,100.3,2.2,14.3,190.9,,9,33,7,122.6,,4102.2,,1472.5,27.3,163.6,1360.9,29.6,194.4,12,0,4,6.6,8,7,10.71037142
20141115,4,139,,,,,,,,,,63,64,42,0.4,0.9,0.8,83.1,1.5,9.2,100.3,2.2,14.3,190.9,,9,33,7,122.6,,4102.2,,1472.5,27.3,163.6,1360.9,29.6,194.4,12,0,5,5.64,2,9,16.56135569
20141116,4,140,,,,,,,,,,63,64,24,0.2,0.7,0.6,83.1,1.5,9.2,100.3,2.2,14.3,190.9,,9,33,7,122.6,,4102.2,,1472.5,27.3,163.6,1360.9,29.6,194.4,12,0,6,4.92,5,3,12.94319781
20141117,4,141,69,5594,7,,651,69,298,21,1.1,71,64,27,0.3,0.9,0.6,83.1,1.5,9.2,100.3,2.2,14.3,190.9,,9,33,7,122.6,,4102.2,,1472.5,27.3,163.6,1360.9,29.6,194.4,12,0,7,4.59,8,9,11.09562404
20141118,4,142,69,6928,306,160,775,70,529,30,0.9,71,76,25,0.2,0.9,0.6,83.1,1.5,9.2,100.3,2.2,14.3,190.9,,9,33,7,122.6,,4102.2,,1472.5,27.3,163.6,1360.9,29.6,194.4,12,0,8,7.23,3,3,16.28217459
20141119,4,143,,,,,,,,,,62,63,29,0.2,0.8,0.6,83.1,1.5,9.2,100.3,2.2,14.3,190.9,,9,33,7,122.6,,4102.2,,1472.5,27.3,163.6,1360.9,29.6,194.4,12,0,9,7.32,7,2,13.23486537
20141120,4,144,67,5228,104,10,591,68,289,24,1.1,69,67,36,0.2,0.8,0.5,83.1,1.5,9.2,100.3,2.2,14.3,190.9,,9,33,7,122.6,,4102.2,,1472.5,27.3,163.6,1360.9,29.6,194.4,12,0,10,6.88,4,9,14.90566592
20141121,4,145,54,3549,33,,426,55,177,23,1.3,67,64,45,0.3,1,0.6,83.1,1.5,9.2,100.3,2.2,14.3,190.9,,9,33,7,122.6,,4102.2,,1472.5,27.3,163.6,1360.9,29.6,194.4,12,0,11,4.09,2,3,14.36447804
20141122,4,146,33,4102,191,123,,,,30,,67,70,42,0.4,1.3,0.8,83.1,1.5,9.2,100.3,2.2,14.3,190.9,,9,33,7,122.6,,4102.2,,1472.5,27.3,163.6,1360.9,29.6,194.4,12,1,12,5.41,9,8,11.23845891
20141123,4,147,,,,,,,,,,62,51,29,0.3,1.3,0.8,,,,,,,,,,,,,,,,,,,,,,13,0,0,5.01,6,6,12.0546717
20141124,4,148,,,,,,,,,,62,51,29,0.3,1,0.8,,,,,,,,,,,,,,,,,,,,,,13,0,1,6.45,1,4,16.3934393
