date,ID,Day,T.T_TIME,T.TOTAL_DISTANCE,T.HIGH_INTENSITY_DISTANCE,T.SPRINT_DISTANCE,T.PLAYER_LOAD,T.HEART_RATE_EXERTION,T.ACC_DEC_LOAD,T.PEAK_SPEED,T.HRE_PL_LOAD,T.VOLUME_STATUS,T.INTENSITY_STATUS,T.VOLUME_RATIO,T.INTENSITY_RATIO,T.MONOTONY_VOLUME,T.MONOTONY_INTENSITY,G.HI_IP_m,G.HI_IP_m.pc,G.HI_IP_m.min,G.HI_OP_m,G.HI_OP_m.pc,G.HI_OP_m.min,G.HID_m,G.HID_m.min,G.IP_mins,G.MINS,G.OP_mins,G.SPR_m,G.SPR_m.min,G.TD_m,G.TD_m.min,G.TD_IP_m,G.TD_IP_m.pc,G.TD_IP_m.min,G.TD_OP_m,G.TD_OP_m.pc,G.TD_OP_m.min,matchPeriods,GameYN,NDs,sleep,muscleSoreness,pExertion,wellbeing
20141125,4,149,,,,,,,,,,51,41,21,0.2,0.8,0.6,,,,,,,,,,,,,,,,,,,,,,13,0,2,5.86,4,3,15.31090668
20141126,4,150,,,,,,,,,,47,41,12,0.2,0.8,0.6,,,,,,,,,,,,,,,,,,,,,,13,0,3,7.39,3,4,15.69622313
20141127,4,151,,,,,,,,,,36,25,,,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,13,0,4,4.11,2,7,17.72883734
20141128,4,152,,,,,,,,,,36,25,,,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,13,0,5,4.9,6,7,11.96985832
20141129,4,153,,,,,,,,,,36,25,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,6,6.73,7,5,10.4271683
20141130,4,154,,,,,,,,,,36,25,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,7.4,7,4,16.1879553
20141201,4,155,,,,,,,,,,28,25,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,1,5.34,5,9,15.16178887
20141202,4,156,,,,,,,,,,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,2,6.03,5,8,9.570649224
20141203,4,157,,,,,,,,,,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,0,4.44,8,5,12.21618634
20141204,4,158,,,,,,,,,,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,1,6.66,5,7,10.76462658
20141205,4,159,,,,,,,,,,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,2,4.83,1,9,15.50034312
20141206,4,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,3,5.83,8,5,12.21140935
20141207,4,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,0,5.48,2,2,15.72795311
20141208,4,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,1,5.42,4,2,12.54326311
20141209,4,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,2,5.49,7,5,12.86112247
20141210,4,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,3,7.02,7,1,13.50330851
20141211,4,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,4,6.43,5,1,9.557054633
20141212,4,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,5,5.15,1,7,15.17797289
20141213,4,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1,6,5.95,1,2,9.830351449
20141214,4,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,0,6.4,8,4,16.1062523
20141215,4,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,1,4.14,9,1,9.350591811
20141216,4,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,2,4.58,9,4,10.31966912
20141217,4,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,3,6.54,3,4,14.57288749
20141218,4,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,4,4.03,9,3,13.587167
20141219,4,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,5,7.16,4,9,12.86687973
20141220,4,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,6,5.43,7,6,12.80122478
20141221,4,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1,7,5.7,2,4,16.36203684
20141222,4,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,0,5.44,2,5,16.18060376
20141223,4,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,1,7.27,3,2,13.29024838
20141224,4,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,2,7.53,1,9,16.50863255
20141225,4,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,3,6.39,1,9,13.39842583
20141226,4,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,4,6.09,7,8,12.87841549
20141227,4,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0,5.28,6,2,12.67954841
20141228,4,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1,1,5.85,9,1,12.75852329
20141229,4,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,6.15,1,2,14.47561654
20141230,4,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,1,6.09,7,8,11.56684142
20141231,4,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,2,6.6,6,5,14.86502242
20150101,4,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,3,4.98,7,9,7.641408534
20150102,4,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,0,5.72,1,4,10.7297703
20150103,4,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,1,6.04,6,3,13.30835527
20150104,4,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,2,4.66,6,7,14.22569612
20150105,4,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,3,5.41,6,4,9.36132979
20150106,4,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,4,6.4,5,5,13.19608557
20150107,4,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,5,5.78,3,1,13.44189357
20150108,4,193,46,4383,11,,436,,190,22,,6,,100,1,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,21,0,6,7.08,2,9,13.87316113
20150109,4,194,,,,,,,,,,6,,100,1,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,21,0,7,6.4,9,4,12.43206231
20150110,4,195,54,5679,409,243,121,585,140,26,48.3,14,17,100,1,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,21,1,8,6.06,9,4,14.42151073
20150111,4,196,,,,,,,,,,14,17,100,1,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,22,0,0,4.28,4,6,16.82847121
20150112,4,197,,,,,,,,,,14,17,100,1,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,22,0,1,5.31,5,7,15.80570576
20150113,4,198,,,,,,,,,,14,17,56,1,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,22,0,2,3.77,3,5,14.72864962
20150114,4,199,,,,,,,,,,14,17,56,1,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,22,0,3,6.39,7,7,13.13018294
20150115,4,200,65,5816,232,174,618,,195,29,,22,26,37,0.4,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,22,0,4,6.03,9,5,12.60770154
20150116,4,201,,,,,,,,,,22,26,37,0.4,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,22,0,5,5.35,7,1,13.51347708
20150117,4,202,,,,,,,,,,22,26,37,0.4,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,22,1,6,5.64,9,7,13.60764574
20150118,4,203,,,,,,,,,,22,26,37,0.4,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,23,0,0,6.58,4,3,15.25349449
20150119,4,204,85,4075,5,,416,120,122,22,2.9,28,26,50,0.4,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,23,0,1,7.53,4,3,13.29990992
20150120,4,205,80,6200,250,150,600,150,350,28,2.5,37,36,39,0.3,0.8,0.6,,,,,,,,,,,,,,,,,,,,,,23,0,2,6.97,3,6,14.04778971
20150121,4,206,,,,,,,,,,37,36,39,0.3,0.8,0.6,,,,,,,,,,,,,,,,,,,,,,23,0,3,6.55,3,1,15.16449725
20150122,4,207,,,,,,,,,,31,36,47,0.3,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,23,0,4,7.69,2,5,14.91776855
20150123,4,208,50,4000,50,,600,150,250,22,2.5,36,38,55,0.3,0.8,0.5,,,,,,,,,,,,,,,,,,,,,,23,0,5,5.37,2,9,13.68540463
20150124,4,209,64,4030,355,122,540,,205,28,,34,35,59,0.7,1,0.6,,,,,,,,,,,,,,,,,,,,,,23,0,6,3.88,3,3,15.68232337
20150125,4,210,,,,,,,,,,34,35,33,0.5,1,0.6,,,,,,,,,,,,,,,,,,,,,,23,0,7,4.96,9,6,9.026962914
20150126,4,211,84,6984,162,50,718,170,359,26,2.4,44,42,48,0.5,1,0.8,,,,,,,,,,,,,,,,,,,,,,23,0,8,7.56,3,5,11.58637372
20150127,4,212,81,6922,647,264,809,130,456,27,1.6,54,68,58,0.7,1,0.7,,,,,,,,,,,,,,,,,,,,,,23,0,9,6.8,6,9,14.87161031
20150128,4,213,,,,,,,,,,54,68,47,0.7,1,0.7,,,,,,,,,,,,,,,,,,,,,,23,0,10,4.23,4,2,12.52518889
20150129,4,214,66,5414,131,50,587,100,304,26,1.7,53,64,51,0.6,1.3,0.8,,,,,,,,,,,,,,,,,,,,,,23,0,11,4.81,6,5,11.46647727
20150130,4,215,49,3731,243,132,469,49,306,28,1,58,73,56,0.6,1.3,1,,,,,,,,,,,,,,,,,,,,,,23,0,12,6.18,4,7,13.96722191
20150131,4,216,,,,,,,,,,58,73,39,0.6,1,0.7,,,,,,,,,,,,,,,,,,,,,,23,1,13,6.58,1,9,13.64308367
20150201,4,217,,,,,,,,,,58,73,22,0.2,1,0.7,,,,,,,,,,,,,,,,,,,,,,24,0,0,5.64,9,3,10.56820159
20150202,4,218,,,,,,,,,,53,73,25,0.2,0.8,0.6,,,,,,,,,,,,,,,,,,,,,,24,0,1,6.66,3,5,13.21389943
20150203,4,219,58,3900,9,,474,59,163,21,1.2,49,63,22,0.2,0.8,0.6,,,,,,,,,,,,,,,,,,,,,,24,0,2,7.09,1,4,11.15688681
20150204,4,220,79,7283,328,126,882,79,569,27,0.9,60,76,26,0.2,1,0.7,,,,,,,,,,,,,,,,,,,,,,24,0,3,6.2,2,8,15.71954127
20150205,4,221,,,,,,,,,,60,76,26,0.2,0.7,0.6,,,,,,,,,,,,,,,,,,,,,,24,0,4,6.57,2,3,16.73394
20150206,4,222,84,6857,98,,726,75,293,24,1,64,78,40,0.2,0.8,0.5,,,,,,,,,,,,,,,,,,,,,,24,0,5,6.3,9,2,12.04691646
20150207,4,223,35,2674,39,,305,35,132,24,1.2,62,66,47,0.3,0.9,0.6,,,,,,,,,,,,,,,,,,,,,,24,0,6,7.08,1,3,11.95449498
20150208,4,224,,,,,,,,,,62,66,38,0.3,0.9,0.6,,,,,,,,,,,,,,,,,,,,,,24,1,7,5.2,5,4,10.37924956
20150209,4,225,62,5381,151,,696,154,387,23,2.2,60,65,35,0.2,1.2,0.7,,,,,,,,,,,,,,,,,,,,,,25,0,0,5.74,7,8,13.06669427
20150210,4,226,32,2885,21,7,314,53,89,24,1.7,54,41,47,0.3,1.2,0.8,,,,,,,,,,,,,,,,,,,,,,25,0,1,4.88,9,9,14.65196159
20150211,4,227,20,2000,700,400,,,,29,,57,68,32,0.5,1.1,0.6,,,,,,,,,,,,,,,,,,,,,,25,1,2,7.26,3,3,11.2625031
20150212,4,228,,,,,,,,,,49,63,30,0.5,1.1,0.6,32.4,0.7,6.5,112.8,2.1,18.8,145.3,,5,22,6,80.5,,2303.9,,890.4,18.9,178.1,895.5,16.9,149.3,26,0,0,6.64,7,4,17.77086116
20150213,4,229,,,,,,,,,,44,53,33,0.6,0.9,0.5,32.4,0.7,6.5,112.8,2.1,18.8,145.3,,5,22,6,80.5,,2303.9,,890.4,18.9,178.1,895.5,16.9,149.3,26,0,1,4.24,6,9,13.44735452
20150214,4,230,,,,,,,,,,44,53,16,0.5,0.7,0.5,32.4,0.7,6.5,112.8,2.1,18.8,145.3,,5,22,6,80.5,,2303.9,,890.4,18.9,178.1,895.5,16.9,149.3,26,0,2,6.91,8,6,12.48168082
20150215,4,231,,,,,,,,,,44,53,6,0.5,0.7,0.5,32.4,0.7,6.5,112.8,2.1,18.8,145.3,,5,22,6,80.5,,2303.9,,890.4,18.9,178.1,895.5,16.9,149.3,26,0,3,6.7,5,4,10.79146427
20150216,4,232,62,6196,17,,655,62,339,22,1,53,54,17,,0.7,0.4,32.4,0.7,6.5,112.8,2.1,18.8,145.3,,5,22,6,80.5,,2303.9,,890.4,18.9,178.1,895.5,16.9,149.3,26,0,4,6.4,8,7,15.39352981
20150217,4,233,83,7106,464,226,779,84,493,29,1.1,57,72,33,0.3,0.7,0.6,32.4,0.7,6.5,112.8,2.1,18.8,145.3,,5,22,6,80.5,,2303.9,,890.4,18.9,178.1,895.5,16.9,149.3,26,0,5,6.46,2,2,19.33724115
20150218,4,234,,,,,,,,,,47,59,40,0.3,0.6,0.4,32.4,0.7,6.5,112.8,2.1,18.8,145.3,,5,22,6,80.5,,2303.9,,890.4,18.9,178.1,895.5,16.9,149.3,26,0,6,6.78,8,6,13.37115956
20150219,4,235,69,5760,46,12,645,70,287,25,1.1,55,61,49,0.3,0.8,0.4,32.4,0.7,6.5,112.8,2.1,18.8,145.3,,5,22,6,80.5,,2303.9,,890.4,18.9,178.1,895.5,16.9,149.3,26,0,7,4.2,1,5,14.86585445
20150220,4,236,46,3264,62,15,381,47,161,24,1.2,50,60,63,0.4,1,0.5,32.4,0.7,6.5,112.8,2.1,18.8,145.3,,5,22,6,80.5,,2303.9,,890.4,18.9,178.1,895.5,16.9,149.3,26,0,8,7.22,3,3,10.68680437
20150221,4,237,22,2304,145,81,,,,28,,49,64,53,0.4,1.2,0.6,32.4,0.7,6.5,112.8,2.1,18.8,145.3,,5,22,6,80.5,,2303.9,,890.4,18.9,178.1,895.5,16.9,149.3,26,1,9,5.22,3,6,15.48496715
20150222,4,238,,,,,,,,,,49,64,32,0.2,1.2,0.6,40,0.8,5,154.8,3.2,19.4,197.3,,8,35,8,77.6,,3618.1,,998.2,19.2,124.8,1417.9,29.5,177.2,27,0,0,6.01,1,9,11.82771074
20150223,4,239,57,4464,13,,526,58,269,22,1.1,48,58,46,0.2,1.2,0.6,40,0.8,5,154.8,3.2,19.4,197.3,,8,35,8,77.6,,3618.1,,998.2,19.2,124.8,1417.9,29.5,177.2,27,0,1,5.2,8,1,11.77484412
20150224,4,240,88,7001,168,22,780,89,387,25,1.1,54,64,45,0.2,1.2,0.9,40,0.8,5,154.8,3.2,19.4,197.3,,8,35,8,77.6,,3618.1,,998.2,19.2,124.8,1417.9,29.5,177.2,27,0,2,6.75,1,6,17.94246816
20150225,4,241,,,,,,,,,,51,36,38,0.4,1.2,0.9,40,0.8,5,154.8,3.2,19.4,197.3,,8,35,8,77.6,,3618.1,,998.2,19.2,124.8,1417.9,29.5,177.2,27,0,3,6.68,2,5,15.15341993
20150226,4,242,76,6542,202,56,679,76,362,27,1.1,60,44,42,0.3,1.2,1,40,0.8,5,154.8,3.2,19.4,197.3,,8,35,8,77.6,,3618.1,,998.2,19.2,124.8,1417.9,29.5,177.2,27,0,4,6.17,9,6,10.78288843
20150227,4,243,49,3431,62,8,391,49,155,24,1.3,65,47,47,0.4,1.2,1,40,0.8,5,154.8,3.2,19.4,197.3,,8,35,8,77.6,,3618.1,,998.2,19.2,124.8,1417.9,29.5,177.2,27,0,5,7.7,9,8,14.10353459
20150228,4,244,35,3618,197,78,,,,29,,70,55,41,0.5,1.3,1,40,0.8,5,154.8,3.2,19.4,197.3,,8,35,8,77.6,,3618.1,,998.2,19.2,124.8,1417.9,29.5,177.2,27,1,6,6.23,7,4,10.90024073
20150301,4,245,,,,,,,,,,70,55,27,0.3,1.3,1,82,2.3,6.3,438.9,6.8,16.3,524.4,,13,65,27,287.4,,7407.9,,1685.5,48.2,129.7,3966.5,61,146.9,28,0,0,6.55,2,7,12.5990777
20150302,4,246,74,5589,12,,647,74,286,22,1.1,69,54,39,0.3,1.3,1,82,2.3,6.3,438.9,6.8,16.3,524.4,,13,65,27,287.4,,7407.9,,1685.5,48.2,129.7,3966.5,61,146.9,28,0,1,4.89,5,3,14.61317063
20150303,4,247,42,3140,67,10,383,43,132,25,1.1,64,39,35,0.3,1.3,0.9,82,2.3,6.3,438.9,6.8,16.3,524.4,,13,65,27,287.4,,7407.9,,1685.5,48.2,129.7,3966.5,61,146.9,28,0,2,5.66,2,8,13.21052285
20150304,4,248,65,7408,524,287,,,,31,,74,60,38,0.5,1.7,0.8,82,2.3,6.3,438.9,6.8,16.3,524.4,,13,65,27,287.4,,7407.9,,1685.5,48.2,129.7,3966.5,61,146.9,28,1,3,5.48,5,9,15.78992834
20150305,4,249,,,,,,,,,,66,58,35,0.4,1.2,0.6,223.6,4.6,7.7,482.3,9.5,16.1,718.5,7.6,29,94,30,415.7,4.4,10549.7,112.2,3940.3,80.4,135.9,4442.5,87.1,148.1,29,0,0,4.44,5,5,11.15773947
20150306,4,250,,,,,,,,,,61,55,37,0.4,0.9,0.6,223.6,4.6,7.7,482.3,9.5,16.1,718.5,7.6,29,94,30,415.7,4.4,10549.7,112.2,3940.3,80.4,135.9,4442.5,87.1,148.1,29,0,1,7.72,3,9,11.19618683
20150307,4,251,,,,,,,,,,58,49,26,0.5,0.7,0.4,223.6,4.6,7.7,482.3,9.5,16.1,718.5,7.6,29,94,30,415.7,4.4,10549.7,112.2,3940.3,80.4,135.9,4442.5,87.1,148.1,29,0,2,4.98,2,6,14.43156058
20150308,4,252,,,,,,,,,,58,49,18,0.4,0.7,0.4,223.6,4.6,7.7,482.3,9.5,16.1,718.5,7.6,29,94,30,415.7,4.4,10549.7,112.2,3940.3,80.4,135.9,4442.5,87.1,148.1,29,0,3,4.57,4,4,14.88025944
20150309,4,253,48,4174,41,,486,49,200,23,1,58,51,10,,0.7,0.5,223.6,4.6,7.7,482.3,9.5,16.1,718.5,7.6,29,94,30,415.7,4.4,10549.7,112.2,3940.3,80.4,135.9,4442.5,87.1,148.1,29,0,4,5.61,3,7,13.08273585
20150310,4,254,77,6489,92,,795,78,442,23,1,57,48,26,0.1,0.8,0.5,223.6,4.6,7.7,482.3,9.5,16.1,718.5,7.6,29,94,30,415.7,4.4,10549.7,112.2,3940.3,80.4,135.9,4442.5,87.1,148.1,29,0,5,6.22,6,3,14.57854553
20150311,4,255,60,2000,,,20,,100,18,,60,48,30,0.1,0.7,0.5,223.6,4.6,7.7,482.3,9.5,16.1,718.5,7.6,29,94,30,415.7,4.4,10549.7,112.2,3940.3,80.4,135.9,4442.5,87.1,148.1,29,0,6,6.37,2,1,14.44989373
20150312,4,256,,,,,,,,,,51,40,35,0.1,0.7,0.5,223.6,4.6,7.7,482.3,9.5,16.1,718.5,7.6,29,94,30,415.7,4.4,10549.7,112.2,3940.3,80.4,135.9,4442.5,87.1,148.1,29,0,7,6.69,7,5,12.64254684
20150313,4,257,79,6853,149,67,707,79,359,28,1.1,56,43,50,0.3,0.9,0.7,223.6,4.6,7.7,482.3,9.5,16.1,718.5,7.6,29,94,30,415.7,4.4,10549.7,112.2,3940.3,80.4,135.9,4442.5,87.1,148.1,29,0,8,5.7,7,3,9.626534026
20150314,4,258,39,3293,80,45,324,58,165,27,1.8,55,38,48,0.3,1.2,0.9,223.6,4.6,7.7,482.3,9.5,16.1,718.5,7.6,29,94,30,415.7,4.4,10549.7,112.2,3940.3,80.4,135.9,4442.5,87.1,148.1,29,0,9,5.75,8,8,13.94158985
20150315,4,259,94,10550,719,416,,,,32,,70,67,46,0.6,1.4,0.6,223.6,4.6,7.7,482.3,9.5,16.1,718.5,7.6,29,94,30,415.7,4.4,10549.7,112.2,3940.3,80.4,135.9,4442.5,87.1,148.1,29,1,10,6.66,8,6,10.43865491
20150316,4,260,,,,,,,,,,62,66,47,0.6,1.1,0.6,287.7,5.5,10.3,324.2,6.8,12.5,638.2,6.6,28,96,26,227.1,2.4,11493,119.7,4297,82.6,153.5,4172,86.9,160.5,30,0,0,6.74,7,5,12.91559086
20150317,4,261,,,,,,,,,,58,64,51,0.6,0.8,0.5,287.7,5.5,10.3,324.2,6.8,12.5,638.2,6.6,28,96,26,227.1,2.4,11493,119.7,4297,82.6,153.5,4172,86.9,160.5,30,0,1,6.22,2,8,16.23598803
20150318,4,262,,,,,,,,,,47,43,41,0.7,0.7,0.5,287.7,5.5,10.3,324.2,6.8,12.5,638.2,6.6,28,96,26,227.1,2.4,11493,119.7,4297,82.6,153.5,4172,86.9,160.5,30,0,2,5.65,5,4,11.88273358
20150319,4,263,80,5764,85,14,654,81,278,26,1.2,55,46,42,0.7,0.9,0.6,287.7,5.5,10.3,324.2,6.8,12.5,638.2,6.6,28,96,26,227.1,2.4,11493,119.7,4297,82.6,153.5,4172,86.9,160.5,30,0,3,6.51,9,9,13.18495373
20150320,4,264,51,3232,50,10,266,52,150,24,1.9,60,48,21,0.1,0.8,0.5,287.7,5.5,10.3,324.2,6.8,12.5,638.2,6.6,28,96,26,227.1,2.4,11493,119.7,4297,82.6,153.5,4172,86.9,160.5,30,0,4,6.15,8,4,9.925395731
20150321,4,265,96,11493,638,227,,,,31,,76,74,38,0.4,0.9,0.7,287.7,5.5,10.3,324.2,6.8,12.5,638.2,6.6,28,96,26,227.1,2.4,11493,119.7,4297,82.6,153.5,4172,86.9,160.5,30,1,5,5.46,8,4,11.93533808
20150322,4,266,,,,,,,,,,76,74,38,0.4,0.7,0.5,263.5,5.2,12,390,8,17,664.5,6.9,22,96,23,286.7,3,10260.7,106.9,3201.2,62.8,145.5,3615.1,73.8,157.2,31,0,0,8.01,5,3,14.84349834
20150323,4,267,,,,,,,,,,70,72,41,0.4,0.7,0.5,263.5,5.2,12,390,8,17,664.5,6.9,22,96,23,286.7,3,10260.7,106.9,3201.2,62.8,145.5,3615.1,73.8,157.2,31,0,1,4.41,8,4,13.49664148
20150324,4,268,63,5588,60,,613,64,321,23,1,69,71,42,0.4,0.9,0.5,263.5,5.2,12,390,8,17,664.5,6.9,22,96,23,286.7,3,10260.7,106.9,3201.2,62.8,145.5,3615.1,73.8,157.2,31,0,2,6,3,4,11.65879576
20150325,4,269,,,,,,,,,,66,71,37,0.4,0.9,0.5,263.5,5.2,12,390,8,17,664.5,6.9,22,96,23,286.7,3,10260.7,106.9,3201.2,62.8,145.5,3615.1,73.8,157.2,31,0,3,5.26,3,4,15.59752365
20150326,4,270,69,5354,34,10,624,70,297,25,1.1,74,72,21,0.1,0.9,0.5,263.5,5.2,12,390,8,17,664.5,6.9,22,96,23,286.7,3,10260.7,106.9,3201.2,62.8,145.5,3615.1,73.8,157.2,31,0,4,5.18,5,7,13.67121489
20150327,4,271,72,7681,372,213,771,72,373,29,0.9,75,81,35,0.2,1,0.6,263.5,5.2,12,390,8,17,664.5,6.9,22,96,23,286.7,3,10260.7,106.9,3201.2,62.8,145.5,3615.1,73.8,157.2,31,0,5,4.48,7,5,12.261127
20150328,4,272,,,,,,,,,,70,78,37,0.2,0.8,0.5,263.5,5.2,12,390,8,17,664.5,6.9,22,96,23,286.7,3,10260.7,106.9,3201.2,62.8,145.5,3615.1,73.8,157.2,31,0,6,5.98,2,4,11.92753879
20150329,4,273,,,,,,,,,,55,49,33,0.3,0.8,0.5,263.5,5.2,12,390,8,17,664.5,6.9,22,96,23,286.7,3,10260.7,106.9,3201.2,62.8,145.5,3615.1,73.8,157.2,31,0,7,5.72,8,7,15.19134185
20150330,4,274,56,5166,61,8,538,57,284,25,1.1,63,52,41,0.4,1,0.6,263.5,5.2,12,390,8,17,664.5,6.9,22,96,23,286.7,3,10260.7,106.9,3201.2,62.8,145.5,3615.1,73.8,157.2,31,0,8,7.08,3,9,16.49035782
20150331,4,275,70,5962,67,9,667,70,340,25,1.1,71,54,37,0.4,1,0.6,263.5,5.2,12,390,8,17,664.5,6.9,22,96,23,286.7,3,10260.7,106.9,3201.2,62.8,145.5,3615.1,73.8,157.2,31,0,9,4.27,6,5,9.705074389
20150401,4,276,77,6660,249,66,725,77,387,26,1.1,80,64,31,0.2,1.4,0.8,263.5,5.2,12,390,8,17,664.5,6.9,22,96,23,286.7,3,10260.7,106.9,3201.2,62.8,145.5,3615.1,73.8,157.2,31,0,10,7.39,2,7,12.32272581
20150402,4,277,,,,,,,,,,72,61,35,0.2,1,0.7,263.5,5.2,12,390,8,17,664.5,6.9,22,96,23,286.7,3,10260.7,106.9,3201.2,62.8,145.5,3615.1,73.8,157.2,31,0,11,8.92,7,3,11.24541344
20150403,4,278,72,4668,115,69,627,73,197,29,1.2,74,63,43,0.3,1,0.8,263.5,5.2,12,390,8,17,664.5,6.9,22,96,23,286.7,3,10260.7,106.9,3201.2,62.8,145.5,3615.1,73.8,157.2,31,0,12,6.59,3,1,18.14644663
20150404,4,279,58,3638,43,,424,58,173,24,1.4,63,40,47,0.5,1.4,0.9,263.5,5.2,12,390,8,17,664.5,6.9,22,96,23,286.7,3,10260.7,106.9,3201.2,62.8,145.5,3615.1,73.8,157.2,31,0,13,7.65,7,1,10.83823165
20150405,4,280,96,10261,665,287,,,,31,,78,66,46,0.6,1.7,0.7,263.5,5.2,12,390,8,17,664.5,6.9,22,96,23,286.7,3,10260.7,106.9,3201.2,62.8,145.5,3615.1,73.8,157.2,31,1,14,5.75,1,4,11.43882328
20150406,4,281,,,,,,,,,,78,66,34,0.5,1.2,0.7,156.2,3.8,7.1,422.8,7.2,13.6,597.1,6.4,22,94,31,286.2,3,10846.3,115.4,3193.2,77.9,145.1,4727.6,80.1,152.5,32,0,0,5.57,2,1,14.23959651
20150407,4,282,,,,,,,,,,70,64,38,0.5,0.9,0.6,156.2,3.8,7.1,422.8,7.2,13.6,597.1,6.4,22,94,31,286.2,3,10846.3,115.4,3193.2,77.9,145.1,4727.6,80.1,152.5,32,0,1,4.2,7,7,11.8438124
20150408,4,283,80,6876,46,,735,81,283,23,1.1,80,66,37,0.5,0.9,0.5,156.2,3.8,7.1,422.8,7.2,13.6,597.1,6.4,22,94,31,286.2,3,10846.3,115.4,3193.2,77.9,145.1,4727.6,80.1,152.5,32,0,2,4.33,3,1,11.01666274
20150409,4,284,94,8293,209,60,906,,366,27,,84,73,43,0.5,1.2,0.6,156.2,3.8,7.1,422.8,7.2,13.6,597.1,6.4,22,94,31,286.2,3,10846.3,115.4,3193.2,77.9,145.1,4727.6,80.1,152.5,32,0,3,6.08,9,8,10.23373213
20150410,4,285,,,,,,,,,,73,58,29,0.2,1,0.6,156.2,3.8,7.1,422.8,7.2,13.6,597.1,6.4,22,94,31,286.2,3,10846.3,115.4,3193.2,77.9,145.1,4727.6,80.1,152.5,32,0,4,7.5,1,8,11.284664
